MovementID,MovementDate,ProductID,MovementType,Quantity,LocationID
MOVE001036,2024-12-08,PROD0011,OUT,15,LOC04
MOVE001037,2024-12-13,PROD0070,OUT,35,LOC01
MOVE001038,2025-06-17,PROD0106,OUT,30,LOC03
MOVE001039,2025-03-25,PROD0147,IN,190,LOC03
MOVE001040,2024-05-10,PROD0027,OUT,6,LOC05
MOVE001041,2025-03-13,PROD0031,IN,70,LOC04
MOVE001042,2025-03-07,PROD0095,IN,46,LOC05
MOVE001043,2024-04-02,PROD0071,IN,122,LOC01
MOVE001044,2024-03-29,PROD0143,IN,160,LOC01
MOVE001045,2025-04-01,PROD0108,OUT,43,LOC03
MOVE001046,2024-09-05,PROD0038,OUT,25,LOC05
MOVE001047,2024-12-21,PROD0014,OUT,29,LOC04
MOVE001048,2024-12-06,PROD0116,OUT,2,LOC04
MOVE001049,2024-06-28,PROD0112,OUT,27,LOC05
MOVE001050,2025-04-23,PROD0030,IN,49,LOC04
MOVE001051,2024-10-08,PROD0142,OUT,39,LOC04
MOVE001052,2024-05-06,PROD0021,IN,115,LOC05
MOVE001053,2024-09-05,PROD0091,IN,128,LOC04
MOVE001054,2025-03-03,PROD0013,OUT,31,LOC03
MOVE001055,2024-11-14,PROD0102,OUT,20,LOC01
MOVE001056,2024-06-24,PROD0010,IN,37,LOC03
MOVE001057,2025-05-09,PROD0073,OUT,32,LOC05
MOVE001058,2025-02-10,PROD0126,IN,145,LOC01
MOVE001059,2024-03-26,PROD0070,OUT,19,LOC04
MOVE001060,2024-12-11,PROD0013,IN,159,LOC05
MOVE001061,2024-03-15,PROD0078,OUT,23,LOC03
MOVE001062,2024-06-17,PROD0147,IN,167,LOC04
MOVE001063,2025-06-16,PROD0035,IN,51,LOC03
MOVE001064,2024-11-06,PROD0039,IN,93,LOC04
MOVE001065,2024-07-23,PROD0096,IN,171,LOC03
MOVE001066,2025-05-07,PROD0121,IN,31,LOC05
MOVE001067,2024-02-26,PROD0146,IN,83,LOC02
MOVE001068,2024-05-09,PROD0110,IN,118,LOC02
MOVE001069,2024-01-08,PROD0073,OUT,37,LOC01
MOVE001070,2024-01-17,PROD0139,OUT,25,LOC04
MOVE001071,2024-09-11,PROD0027,IN,174,LOC04
MOVE001072,2025-05-22,PROD0014,OUT,2,LOC04
MOVE001073,2024-02-13,PROD0148,IN,74,LOC03
MOVE001074,2024-06-16,PROD0051,OUT,15,LOC02
MOVE001075,2025-03-16,PROD0011,OUT,15,LOC03
MOVE001076,2024-09-28,PROD0093,OUT,45,LOC02
MOVE001077,2025-02-25,PROD0097,IN,161,LOC01
MOVE001078,2025-02-25,PROD0031,IN,133,LOC02
MOVE001079,2025-06-20,PROD0089,IN,107,LOC05
MOVE001080,2025-04-03,PROD0072,OUT,12,LOC05
MOVE001081,2024-04-17,PROD0132,IN,21,LOC05
MOVE001082,2025-06-25,PROD0148,OUT,40,LOC05
MOVE001083,2024-11-05,PROD0053,OUT,5,LOC02
MOVE001084,2025-05-21,PROD0093,OUT,28,LOC03
MOVE001085,2024-07-28,PROD0035,OUT,34,LOC04
MOVE001086,2024-03-18,PROD0132,IN,172,LOC02
MOVE001087,2024-03-18,PROD0001,IN,197,LOC01
MOVE001088,2024-06-10,PROD0106,OUT,33,LOC05
MOVE001089,2025-04-04,PROD0052,OUT,42,LOC03
MOVE001090,2025-05-22,PROD0031,IN,22,LOC03
MOVE001091,2025-05-17,PROD0142,IN,20,LOC03
MOVE001092,2024-02-19,PROD0009,OUT,46,LOC04
MOVE001093,2025-01-06,PROD0020,OUT,47,LOC01
MOVE001094,2024-07-08,PROD0132,IN,53,LOC05
MOVE001095,2024-11-27,PROD0147,IN,193,LOC04
MOVE001096,2024-02-19,PROD0071,OUT,28,LOC01
MOVE001097,2025-05-20,PROD0044,IN,156,LOC01
MOVE001098,2024-06-11,PROD0107,IN,114,LOC03
MOVE001099,2024-04-08,PROD0087,IN,75,LOC05
MOVE001100,2024-04-27,PROD0092,OUT,45,LOC03
MOVE001101,2024-04-02,PROD0016,OUT,10,LOC04
MOVE001102,2024-05-14,PROD0139,IN,175,LOC02
MOVE001103,2024-03-21,PROD0122,IN,105,LOC03
MOVE001104,2024-02-29,PROD0018,OUT,46,LOC03
MOVE001105,2024-02-26,PROD0106,OUT,29,LOC05
MOVE001106,2024-05-28,PROD0030,OUT,27,LOC04
MOVE001107,2025-04-02,PROD0060,OUT,19,LOC04
MOVE001108,2024-03-17,PROD0062,IN,117,LOC03
MOVE001109,2024-02-05,PROD0096,IN,93,LOC01
MOVE001110,2024-07-17,PROD0061,IN,186,LOC02
MOVE001111,2024-12-22,PROD0116,IN,29,LOC05
MOVE001112,2024-12-12,PROD0112,IN,114,LOC01
MOVE001113,2025-01-15,PROD0045,IN,149,LOC01
MOVE001114,2024-03-05,PROD0012,OUT,33,LOC05
MOVE001115,2025-06-26,PROD0141,OUT,33,LOC01
MOVE001116,2024-03-16,PROD0056,OUT,18,LOC05
MOVE001117,2024-01-21,PROD0056,IN,173,LOC04
MOVE001118,2025-05-01,PROD0036,OUT,5,LOC03
MOVE001119,2025-01-02,PROD0078,IN,80,LOC01
MOVE001120,2024-01-19,PROD0040,OUT,12,LOC03
MOVE001121,2025-05-23,PROD0008,IN,160,LOC02
MOVE001122,2025-02-26,PROD0116,IN,74,LOC03
MOVE001123,2025-02-19,PROD0051,IN,184,LOC02
MOVE001124,2024-08-26,PROD0118,IN,116,LOC01
MOVE001125,2025-05-13,PROD0041,IN,92,LOC01
MOVE001126,2025-03-02,PROD0026,OUT,45,LOC01
MOVE001127,2024-03-27,PROD0019,IN,162,LOC05
MOVE001128,2024-07-23,PROD0124,IN,104,LOC01
MOVE001129,2025-01-07,PROD0095,IN,29,LOC01
MOVE001130,2024-09-03,PROD0008,IN,24,LOC02
MOVE001131,2024-02-23,PROD0084,OUT,18,LOC05
MOVE001132,2025-01-17,PROD0072,OUT,3,LOC05
MOVE001133,2025-02-19,PROD0085,IN,171,LOC02
MOVE001134,2024-09-02,PROD0094,IN,54,LOC03
MOVE001135,2025-06-21,PROD0147,IN,54,LOC02
MOVE001136,2024-08-20,PROD0142,IN,86,LOC03
MOVE001137,2024-01-10,PROD0042,OUT,3,LOC05
MOVE001138,2024-05-13,PROD0077,IN,27,LOC04
MOVE001139,2025-03-22,PROD0034,OUT,17,LOC01
MOVE001140,2024-03-23,PROD0119,IN,184,LOC04
MOVE001141,2024-01-05,PROD0115,IN,101,LOC03
MOVE001142,2024-01-12,PROD0104,IN,32,LOC04
MOVE001143,2024-03-28,PROD0102,IN,77,LOC03
MOVE001144,2024-05-05,PROD0067,IN,164,LOC03
MOVE001145,2024-05-02,PROD0086,IN,137,LOC03
MOVE001146,2024-06-02,PROD0142,OUT,41,LOC04
MOVE001147,2025-03-30,PROD0092,IN,24,LOC03
MOVE001148,2025-05-13,PROD0013,OUT,26,LOC02
MOVE001149,2024-02-07,PROD0007,IN,32,LOC02
MOVE001150,2025-01-22,PROD0113,IN,180,LOC01
MOVE001151,2024-10-15,PROD0037,IN,83,LOC03
MOVE001152,2025-02-08,PROD0129,IN,164,LOC05
MOVE001153,2024-12-05,PROD0052,OUT,22,LOC04
MOVE001154,2025-01-24,PROD0135,IN,81,LOC03
MOVE001155,2024-05-13,PROD0137,IN,76,LOC03
MOVE001156,2025-05-06,PROD0006,IN,198,LOC02
MOVE001157,2024-09-03,PROD0110,IN,20,LOC02
MOVE001158,2024-10-05,PROD0038,IN,162,LOC04
MOVE001159,2024-04-27,PROD0037,IN,53,LOC03
MOVE001160,2024-07-14,PROD0041,OUT,47,LOC02
MOVE001161,2025-01-15,PROD0007,OUT,46,LOC01
MOVE001162,2024-02-06,PROD0020,IN,101,LOC02
MOVE001163,2024-01-30,PROD0110,IN,173,LOC02
MOVE001164,2024-07-10,PROD0117,OUT,49,LOC01
MOVE001165,2024-08-01,PROD0073,IN,30,LOC01
MOVE001166,2024-05-23,PROD0123,OUT,36,LOC05
MOVE001167,2024-11-13,PROD0145,OUT,6,LOC05
MOVE001168,2024-05-10,PROD0114,IN,142,LOC04
MOVE001169,2024-07-08,PROD0025,IN,179,LOC03
MOVE001170,2024-12-10,PROD0118,IN,182,LOC01
MOVE001171,2025-01-01,PROD0121,IN,55,LOC02
MOVE001172,2025-03-07,PROD0130,IN,110,LOC03
MOVE001173,2024-11-10,PROD0078,IN,82,LOC01
MOVE001174,2024-12-29,PROD0147,OUT,35,LOC04
MOVE001175,2025-02-16,PROD0100,OUT,32,LOC04
MOVE001176,2024-11-24,PROD0110,OUT,39,LOC05
MOVE001177,2024-11-05,PROD0061,IN,61,LOC03
MOVE001178,2025-06-23,PROD0036,OUT,44,LOC03
MOVE001179,2025-03-19,PROD0112,IN,22,LOC04
MOVE001180,2025-06-28,PROD0074,IN,104,LOC02
MOVE001181,2024-08-16,PROD0035,IN,121,LOC05
MOVE001182,2024-01-08,PROD0017,OUT,48,LOC05
MOVE001183,2024-10-30,PROD0065,OUT,28,LOC01
MOVE001184,2024-06-28,PROD0070,IN,95,LOC03
MOVE001185,2024-05-04,PROD0077,IN,33,LOC05
MOVE001186,2024-09-15,PROD0001,OUT,38,LOC03
MOVE001187,2024-10-08,PROD0011,IN,64,LOC01
MOVE001188,2024-07-02,PROD0119,IN,78,LOC04
MOVE001189,2024-04-12,PROD0083,IN,163,LOC02
MOVE001190,2024-04-25,PROD0028,OUT,2,LOC04
MOVE001191,2024-02-04,PROD0026,IN,114,LOC05
MOVE001192,2024-02-02,PROD0079,IN,99,LOC05
MOVE001193,2024-09-25,PROD0022,IN,91,LOC02
MOVE001194,2024-06-19,PROD0058,IN,62,LOC05
MOVE001195,2024-07-16,PROD0012,OUT,31,LOC04
MOVE001196,2024-03-26,PROD0021,IN,76,LOC03
MOVE001197,2024-12-21,PROD0135,IN,36,LOC03
MOVE001198,2024-04-15,PROD0101,OUT,41,LOC02
MOVE001199,2024-04-12,PROD0067,IN,94,LOC02
MOVE001200,2025-01-02,PROD0062,IN,115,LOC02
MOVE001201,2025-06-15,PROD0004,IN,162,LOC02
MOVE001202,2025-04-01,PROD0096,OUT,3,LOC03
MOVE001203,2025-03-24,PROD0007,OUT,38,LOC04
MOVE001204,2025-02-25,PROD0068,OUT,2,LOC03
MOVE001205,2024-01-17,PROD0098,IN,190,LOC03
MOVE001206,2025-04-30,PROD0087,OUT,16,LOC05
MOVE001207,2024-05-03,PROD0035,IN,104,LOC02
MOVE001208,2025-04-11,PROD0029,IN,80,LOC05
MOVE001209,2025-01-14,PROD0109,OUT,28,LOC04
MOVE001210,2024-09-16,PROD0047,OUT,38,LOC02
MOVE001211,2025-02-12,PROD0011,IN,169,LOC04
MOVE001212,2024-06-02,PROD0118,OUT,42,LOC05
MOVE001213,2024-04-11,PROD0045,IN,67,LOC05
MOVE001214,2024-10-12,PROD0096,OUT,12,LOC01
MOVE001215,2025-06-09,PROD0027,IN,125,LOC05
MOVE001216,2025-02-24,PROD0023,IN,136,LOC02
MOVE001217,2025-01-15,PROD0111,OUT,48,LOC04
MOVE001218,2024-07-05,PROD0051,OUT,6,LOC02
MOVE001219,2025-03-08,PROD0147,IN,153,LOC04
MOVE001220,2025-05-13,PROD0106,IN,94,LOC03
MOVE001221,2024-10-03,PROD0033,OUT,23,LOC05
MOVE001222,2024-03-17,PROD0094,IN,24,LOC04
MOVE001223,2025-04-30,PROD0073,IN,158,LOC03
MOVE001224,2024-08-24,PROD0123,OUT,15,LOC05
MOVE001225,2024-10-01,PROD0073,IN,191,LOC04
MOVE001226,2024-04-19,PROD0068,IN,91,LOC03
MOVE001227,2025-05-22,PROD0145,IN,127,LOC04
MOVE001228,2025-04-07,PROD0049,OUT,5,LOC04
MOVE001229,2024-09-15,PROD0141,IN,157,LOC05
MOVE001230,2025-01-23,PROD0128,IN,151,LOC03
MOVE001231,2024-04-09,PROD0067,OUT,39,LOC01
MOVE001232,2024-11-18,PROD0142,IN,186,LOC03
MOVE001233,2024-01-19,PROD0012,IN,71,LOC04
MOVE001234,2025-02-05,PROD0039,OUT,35,LOC02
MOVE001235,2024-04-05,PROD0073,OUT,24,LOC02
MOVE001236,2024-10-05,PROD0107,IN,191,LOC05
MOVE001237,2024-04-25,PROD0034,OUT,2,LOC03
MOVE001238,2024-10-15,PROD0149,OUT,8,LOC02
MOVE001239,2024-01-11,PROD0145,IN,82,LOC03
MOVE001240,2024-09-01,PROD0126,IN,128,LOC01
MOVE001241,2024-11-08,PROD0018,IN,182,LOC01
MOVE001242,2025-04-18,PROD0062,IN,149,LOC05
MOVE001243,2025-05-22,PROD0024,OUT,23,LOC05
MOVE001244,2024-07-24,PROD0046,OUT,40,LOC04
MOVE001245,2025-01-17,PROD0109,OUT,26,LOC01
MOVE001246,2024-04-30,PROD0113,IN,92,LOC05
MOVE001247,2024-04-16,PROD0109,IN,181,LOC03
MOVE001248,2025-02-20,PROD0092,IN,41,LOC04
MOVE001249,2024-05-18,PROD0126,IN,93,LOC04
MOVE001250,2024-07-26,PROD0128,IN,31,LOC03
MOVE001251,2024-12-08,PROD0150,IN,66,LOC04
MOVE001252,2024-02-05,PROD0119,IN,158,LOC05
MOVE001253,2024-11-08,PROD0115,IN,144,LOC04
MOVE001254,2024-07-30,PROD0026,IN,115,LOC02
MOVE001255,2025-05-16,PROD0068,OUT,14,LOC03
MOVE001256,2024-05-01,PROD0076,OUT,37,LOC04
MOVE001257,2025-04-03,PROD0083,OUT,37,LOC02
MOVE001258,2024-06-28,PROD0142,IN,49,LOC01
MOVE001259,2025-06-26,PROD0069,OUT,44,LOC05
MOVE001260,2025-05-28,PROD0078,IN,178,LOC02
MOVE001261,2024-12-12,PROD0039,OUT,12,LOC01
MOVE001262,2024-11-30,PROD0070,OUT,37,LOC05
MOVE001263,2024-11-26,PROD0131,IN,135,LOC03
MOVE001264,2024-10-27,PROD0014,OUT,48,LOC04
MOVE001265,2024-10-12,PROD0069,OUT,16,LOC01
MOVE001266,2025-01-12,PROD0084,OUT,26,LOC05
MOVE001267,2025-03-27,PROD0001,IN,195,LOC04
MOVE001268,2025-05-14,PROD0122,OUT,2,LOC04
MOVE001269,2024-02-13,PROD0033,OUT,50,LOC02
MOVE001270,2024-07-01,PROD0148,IN,123,LOC01
MOVE001271,2024-04-07,PROD0040,OUT,22,LOC01
MOVE001272,2025-02-28,PROD0001,OUT,21,LOC03
MOVE001273,2024-08-22,PROD0145,IN,142,LOC02
MOVE001274,2025-04-28,PROD0060,IN,166,LOC02
MOVE001275,2024-11-13,PROD0002,IN,55,LOC02
MOVE001276,2024-09-01,PROD0109,IN,172,LOC03
MOVE001277,2024-12-14,PROD0072,OUT,31,LOC03
MOVE001278,2024-05-10,PROD0100,IN,176,LOC02
MOVE001279,2024-10-19,PROD0111,OUT,4,LOC01
MOVE001280,2024-01-29,PROD0030,OUT,24,LOC03
MOVE001281,2024-05-21,PROD0016,IN,72,LOC05
MOVE001282,2024-09-18,PROD0017,OUT,47,LOC05
MOVE001283,2024-07-20,PROD0143,IN,172,LOC01
MOVE001284,2024-05-21,PROD0042,IN,122,LOC01
MOVE001285,2024-10-17,PROD0002,IN,117,LOC02
MOVE001286,2024-04-19,PROD0130,IN,128,LOC02
MOVE001287,2024-04-30,PROD0138,OUT,22,LOC04
MOVE001288,2025-02-08,PROD0049,IN,115,LOC01
MOVE001289,2024-06-04,PROD0097,IN,164,LOC05
MOVE001290,2024-02-05,PROD0147,OUT,40,LOC03
MOVE001291,2024-01-05,PROD0102,IN,57,LOC03
MOVE001292,2024-06-24,PROD0031,IN,179,LOC02
MOVE001293,2024-09-06,PROD0114,IN,78,LOC05
MOVE001294,2025-06-16,PROD0060,IN,48,LOC04
MOVE001295,2025-01-30,PROD0031,IN,147,LOC03
MOVE001296,2024-06-19,PROD0082,IN,182,LOC03
MOVE001297,2024-01-18,PROD0137,OUT,50,LOC01
MOVE001298,2025-04-13,PROD0117,IN,189,LOC01
MOVE001299,2024-06-17,PROD0091,IN,98,LOC05
MOVE001300,2025-01-22,PROD0044,OUT,10,LOC02
MOVE001301,2024-01-05,PROD0131,IN,147,LOC02
MOVE001302,2025-05-29,PROD0140,IN,143,LOC04
MOVE001303,2024-01-27,PROD0056,OUT,5,LOC03
MOVE001304,2025-02-25,PROD0069,IN,37,LOC05
MOVE001305,2024-04-14,PROD0088,OUT,1,LOC01
MOVE001306,2025-05-19,PROD0077,OUT,28,LOC03
MOVE001307,2024-09-18,PROD0060,IN,23,LOC04
MOVE001308,2024-01-08,PROD0023,IN,177,LOC04
MOVE001309,2025-03-29,PROD0098,OUT,44,LOC04
MOVE001310,2024-10-25,PROD0027,IN,118,LOC03
MOVE001311,2024-12-21,PROD0127,OUT,35,LOC01
MOVE001312,2024-11-03,PROD0146,IN,20,LOC01
MOVE001313,2025-04-04,PROD0042,OUT,38,LOC03
MOVE001314,2025-03-01,PROD0083,IN,129,LOC05
MOVE001315,2025-01-01,PROD0122,IN,144,LOC05
MOVE001316,2024-08-23,PROD0121,OUT,19,LOC01
MOVE001317,2025-04-17,PROD0130,OUT,11,LOC04
MOVE001318,2024-09-19,PROD0088,OUT,18,LOC05
MOVE001319,2024-07-24,PROD0051,OUT,3,LOC05
MOVE001320,2025-05-12,PROD0117,IN,149,LOC05
MOVE001321,2025-02-07,PROD0138,IN,120,LOC01
MOVE001322,2024-06-06,PROD0041,OUT,19,LOC02
MOVE001323,2025-05-16,PROD0075,OUT,13,LOC02
MOVE001324,2024-08-24,PROD0139,OUT,18,LOC04
MOVE001325,2024-03-15,PROD0046,OUT,48,LOC02
MOVE001326,2024-08-16,PROD0054,IN,135,LOC04
MOVE001327,2024-03-09,PROD0009,IN,88,LOC01
MOVE001328,2024-03-27,PROD0073,IN,165,LOC05
MOVE001329,2025-03-23,PROD0044,IN,191,LOC01
MOVE001330,2025-06-10,PROD0101,IN,150,LOC05
MOVE001331,2024-07-20,PROD0008,IN,107,LOC05
MOVE001332,2024-11-05,PROD0037,IN,91,LOC01
MOVE001333,2024-11-03,PROD0031,OUT,33,LOC01
MOVE001334,2024-09-24,PROD0025,IN,143,LOC05
MOVE001335,2025-04-24,PROD0147,IN,163,LOC03
MOVE001336,2024-09-14,PROD0049,IN,183,LOC03
MOVE001337,2024-05-12,PROD0086,IN,161,LOC03
MOVE001338,2025-02-28,PROD0108,OUT,17,LOC03
MOVE001339,2024-10-22,PROD0001,IN,128,LOC02
MOVE001340,2024-01-05,PROD0072,IN,105,LOC01
MOVE001341,2024-02-14,PROD0128,OUT,11,LOC03
MOVE001342,2024-11-02,PROD0076,IN,187,LOC03
MOVE001343,2024-05-03,PROD0035,IN,34,LOC02
MOVE001344,2025-01-21,PROD0135,OUT,14,LOC01
MOVE001345,2025-03-02,PROD0111,OUT,40,LOC01
MOVE001346,2024-04-16,PROD0035,IN,144,LOC05
MOVE001347,2024-03-04,PROD0084,IN,33,LOC01
MOVE001348,2024-04-22,PROD0115,IN,176,LOC01
MOVE001349,2024-06-01,PROD0143,IN,194,LOC04
MOVE001350,2025-02-05,PROD0130,OUT,38,LOC03
MOVE001351,2024-05-05,PROD0057,IN,185,LOC03
MOVE001352,2024-05-11,PROD0029,IN,169,LOC02
MOVE001353,2024-02-23,PROD0035,OUT,26,LOC05
MOVE001354,2025-03-30,PROD0108,IN,23,LOC01
MOVE001355,2025-03-17,PROD0147,IN,90,LOC05
MOVE001356,2024-06-21,PROD0046,OUT,11,LOC04
MOVE001357,2024-06-15,PROD0149,IN,105,LOC01
MOVE001358,2025-05-16,PROD0038,OUT,50,LOC05
MOVE001359,2024-09-21,PROD0008,IN,199,LOC01
MOVE001360,2024-09-18,PROD0076,IN,100,LOC01
MOVE001361,2025-01-06,PROD0078,IN,54,LOC01
MOVE001362,2024-05-08,PROD0102,OUT,14,LOC02
MOVE001363,2024-12-29,PROD0047,IN,74,LOC04
MOVE001364,2024-04-27,PROD0009,IN,105,LOC02
MOVE001365,2024-06-09,PROD0054,OUT,32,LOC01
MOVE001366,2025-02-04,PROD0063,IN,59,LOC01
MOVE001367,2024-09-26,PROD0054,OUT,36,LOC03
MOVE001368,2024-08-09,PROD0039,IN,179,LOC02
MOVE001369,2025-05-29,PROD0031,IN,165,LOC01
MOVE001370,2025-04-08,PROD0001,IN,64,LOC05
MOVE001371,2024-07-12,PROD0067,IN,109,LOC04
MOVE001372,2024-04-26,PROD0018,OUT,47,LOC04
MOVE001373,2024-05-03,PROD0089,OUT,29,LOC02
MOVE001374,2025-05-10,PROD0125,IN,115,LOC05
MOVE001375,2025-03-05,PROD0026,OUT,25,LOC03
MOVE001376,2024-08-19,PROD0009,OUT,18,LOC04
MOVE001377,2024-03-22,PROD0035,OUT,50,LOC04
MOVE001378,2024-02-27,PROD0101,IN,44,LOC05
MOVE001379,2025-01-09,PROD0066,OUT,28,LOC03
MOVE001380,2024-02-09,PROD0140,OUT,19,LOC05
MOVE001381,2024-12-16,PROD0126,OUT,21,LOC03
MOVE001382,2024-01-31,PROD0060,IN,180,LOC04
MOVE001383,2024-01-27,PROD0150,IN,188,LOC02
MOVE001384,2024-01-17,PROD0089,OUT,14,LOC04
MOVE001385,2024-04-24,PROD0106,IN,83,LOC04
MOVE001386,2024-03-17,PROD0134,IN,42,LOC02
MOVE001387,2024-11-13,PROD0147,IN,157,LOC04
MOVE001388,2024-12-29,PROD0106,IN,124,LOC02
MOVE001389,2024-05-22,PROD0121,IN,58,LOC03
MOVE001390,2024-05-08,PROD0144,IN,86,LOC05
MOVE001391,2024-08-30,PROD0027,OUT,5,LOC01
MOVE001392,2024-03-08,PROD0150,OUT,37,LOC01
MOVE001393,2024-02-24,PROD0145,IN,29,LOC03
MOVE001394,2024-02-08,PROD0120,IN,93,LOC02
MOVE001395,2024-07-15,PROD0091,IN,130,LOC04
MOVE001396,2024-07-14,PROD0140,IN,128,LOC05
MOVE001397,2024-10-11,PROD0027,IN,68,LOC01
MOVE001398,2025-06-02,PROD0028,OUT,15,LOC02
MOVE001399,2024-06-16,PROD0035,OUT,32,LOC03
MOVE001400,2024-05-06,PROD0011,IN,136,LOC01
MOVE001401,2025-04-12,PROD0130,IN,135,LOC01
MOVE001402,2025-05-11,PROD0092,IN,155,LOC04
MOVE001403,2025-04-20,PROD0136,IN,46,LOC04
MOVE001404,2025-04-22,PROD0016,OUT,20,LOC05
MOVE001405,2024-08-08,PROD0103,IN,108,LOC03
MOVE001406,2024-04-23,PROD0102,IN,27,LOC01
MOVE001407,2025-02-03,PROD0009,OUT,17,LOC03
MOVE001408,2024-03-21,PROD0095,IN,149,LOC04
MOVE001409,2025-06-06,PROD0106,IN,86,LOC01
MOVE001410,2024-09-30,PROD0054,IN,158,LOC05
MOVE001411,2025-01-07,PROD0105,IN,32,LOC03
MOVE001412,2024-02-27,PROD0131,IN,44,LOC03
MOVE001413,2024-08-01,PROD0101,OUT,19,LOC04
MOVE001414,2025-01-02,PROD0036,OUT,39,LOC05
MOVE001415,2025-01-12,PROD0144,IN,56,LOC04
MOVE001416,2024-10-16,PROD0062,OUT,14,LOC04
MOVE001417,2024-09-22,PROD0029,IN,177,LOC04
MOVE001418,2024-07-24,PROD0051,IN,162,LOC05
MOVE001419,2025-06-10,PROD0006,IN,94,LOC01
MOVE001420,2024-06-09,PROD0043,IN,111,LOC05
MOVE001421,2024-10-14,PROD0007,OUT,31,LOC03
MOVE001422,2024-08-08,PROD0122,OUT,2,LOC04
MOVE001423,2025-02-03,PROD0138,IN,102,LOC02
MOVE001424,2025-05-31,PROD0090,IN,59,LOC03
MOVE001425,2024-11-17,PROD0060,IN,183,LOC02
MOVE001426,2024-06-15,PROD0108,IN,92,LOC04
MOVE001427,2025-02-13,PROD0142,OUT,25,LOC02
MOVE001428,2024-08-16,PROD0001,OUT,19,LOC02
MOVE001429,2024-01-24,PROD0149,IN,62,LOC02
MOVE001430,2024-08-04,PROD0070,IN,103,LOC02
MOVE001431,2024-05-13,PROD0026,OUT,32,LOC01
MOVE001432,2024-05-08,PROD0107,IN,195,LOC02
MOVE001433,2024-05-19,PROD0133,IN,82,LOC03
MOVE001434,2024-07-26,PROD0061,OUT,6,LOC04
MOVE001435,2024-01-05,PROD0078,IN,165,LOC05
MOVE001436,2025-02-26,PROD0008,IN,119,LOC02
MOVE001437,2024-12-09,PROD0116,IN,123,LOC05
MOVE001438,2024-06-03,PROD0066,IN,20,LOC03
MOVE001439,2024-05-08,PROD0037,IN,32,LOC03
MOVE001440,2024-02-03,PROD0110,IN,175,LOC04
MOVE001441,2025-06-01,PROD0131,OUT,46,LOC04
MOVE001442,2025-02-22,PROD0061,IN,153,LOC02
MOVE001443,2025-04-22,PROD0115,IN,127,LOC01
MOVE001444,2025-03-20,PROD0078,OUT,14,LOC03
MOVE001445,2024-06-06,PROD0111,IN,160,LOC04
MOVE001446,2024-10-31,PROD0001,OUT,7,LOC01
MOVE001447,2024-09-24,PROD0018,OUT,38,LOC04
MOVE001448,2024-05-20,PROD0104,IN,57,LOC01
MOVE001449,2024-12-26,PROD0001,IN,46,LOC03
MOVE001450,2025-04-23,PROD0128,OUT,23,LOC01
MOVE001451,2025-01-12,PROD0038,IN,181,LOC05
MOVE001452,2024-11-09,PROD0025,IN,109,LOC01
MOVE001453,2025-05-31,PROD0095,IN,86,LOC03
MOVE001454,2024-12-19,PROD0058,OUT,39,LOC05
MOVE001455,2024-09-11,PROD0127,OUT,38,LOC05
MOVE001456,2024-07-17,PROD0033,OUT,39,LOC05
MOVE001457,2025-05-01,PROD0015,OUT,15,LOC02
MOVE001458,2025-04-20,PROD0079,OUT,41,LOC01
MOVE001459,2025-06-13,PROD0059,IN,195,LOC03
MOVE001460,2025-01-21,PROD0104,IN,113,LOC05
MOVE001461,2025-02-02,PROD0087,IN,195,LOC02
MOVE001462,2024-08-01,PROD0092,OUT,47,LOC02
MOVE001463,2024-08-02,PROD0041,IN,174,LOC05
MOVE001464,2025-01-11,PROD0130,IN,162,LOC02
MOVE001465,2025-01-03,PROD0020,OUT,22,LOC03
MOVE001466,2024-04-03,PROD0076,OUT,16,LOC05
MOVE001467,2024-10-25,PROD0044,IN,22,LOC03
MOVE001468,2025-04-05,PROD0126,OUT,27,LOC01
MOVE001469,2024-03-28,PROD0129,IN,22,LOC02
MOVE001470,2025-06-09,PROD0095,IN,21,LOC04
MOVE001471,2024-01-30,PROD0057,OUT,25,LOC01
MOVE001472,2024-09-09,PROD0083,IN,65,LOC01
MOVE001473,2024-10-08,PROD0020,IN,23,LOC04
MOVE001474,2024-08-23,PROD0090,OUT,29,LOC02
MOVE001475,2024-07-20,PROD0028,IN,170,LOC04
MOVE001476,2024-04-15,PROD0122,OUT,41,LOC01
MOVE001477,2024-04-09,PROD0015,IN,46,LOC04
MOVE001478,2025-06-27,PROD0070,IN,175,LOC04
MOVE001479,2024-12-29,PROD0133,OUT,36,LOC01
MOVE001480,2025-01-02,PROD0127,OUT,39,LOC04
MOVE001481,2024-11-21,PROD0023,IN,85,LOC01
MOVE001482,2025-03-25,PROD0140,IN,48,LOC05
MOVE001483,2024-02-06,PROD0140,OUT,6,LOC04
MOVE001484,2024-08-14,PROD0103,IN,140,LOC01
MOVE001485,2025-01-04,PROD0003,IN,118,LOC01
MOVE001486,2024-01-14,PROD0115,IN,114,LOC04
MOVE001487,2024-04-05,PROD0024,IN,192,LOC05
MOVE001488,2024-08-08,PROD0102,OUT,2,LOC02
MOVE001489,2025-06-01,PROD0134,IN,58,LOC04
MOVE001490,2024-05-08,PROD0084,IN,59,LOC05
MOVE001491,2025-04-09,PROD0134,IN,167,LOC05
MOVE001492,2025-04-11,PROD0062,IN,37,LOC01
MOVE001493,2025-03-16,PROD0031,IN,86,LOC03
MOVE001494,2025-06-23,PROD0138,IN,72,LOC03
