WeatherDate,City,Temperature_C,Humidity_percent,Precipitation_mm
2025-01-23,Delhi,21.52,54.4,0.0
2025-01-24,Delhi,13.37,72.66,0.0
2025-01-25,Delhi,20.03,64.35,0.0
2025-01-26,Delhi,22.56,71.54,0.0
2025-01-27,Delhi,10.07,66.21,0.0
2025-01-28,Delhi,18.08,46.91,0.0
2025-01-29,Delhi,16.46,74.28,0.0
2025-01-30,Delhi,10.55,46.86,1.11
2025-01-31,Delhi,22.84,50.12,0.0
2025-02-01,Delhi,11.49,53.38,0.0
2025-02-02,Delhi,20.7,73.39,0.0
2025-02-03,Delhi,10.44,42.5,0.0
2025-02-04,Delhi,11.34,45.86,0.0
2025-02-05,Delhi,10.86,58.25,0.0
2025-02-06,Delhi,16.18,74.8,0.0
2025-02-07,Delhi,15.03,79.7,0.0
2025-02-08,Delhi,21.31,76.17,0.0
2025-02-09,Delhi,24.21,43.12,0.0
2025-02-10,Delhi,11.23,52.97,0.0
2025-02-11,Delhi,23.69,51.11,0.0
2025-02-12,Delhi,14.07,47.93,0.3
2025-02-13,Delhi,12.21,48.94,0.0
2025-02-14,Delhi,13.42,73.19,0.0
2025-02-15,Delhi,22.78,59.8,0.0
2025-02-16,Delhi,10.19,50.67,0.0
2025-02-17,Delhi,12.35,41.63,0.0
2025-02-18,Delhi,24.58,64.61,0.0
2025-02-19,Delhi,19.75,56.19,0.0
2025-02-20,Delhi,13.76,41.85,0.0
2025-02-21,Delhi,23.91,70.35,0.0
2025-02-22,Delhi,23.54,69.4,0.0
2025-02-23,Delhi,17.26,76.96,0.0
2025-02-24,Delhi,13.44,60.02,0.0
2025-02-25,Delhi,13.97,68.05,0.0
2025-02-26,Delhi,10.83,69.5,0.0
2025-02-27,Delhi,22.23,66.59,4.58
2025-02-28,Delhi,23.81,43.16,0.0
2025-03-01,Delhi,38.27,23.06,0.0
2025-03-02,Delhi,36.37,20.79,0.0
2025-03-03,Delhi,26.98,32.93,0.0
2025-03-04,Delhi,38.87,23.91,0.0
2025-03-05,Delhi,35.95,38.36,0.0
2025-03-06,Delhi,31.88,30.52,0.0
2025-03-07,Delhi,41.42,21.46,0.0
2025-03-08,Delhi,42.61,44.07,0.0
2025-03-09,Delhi,29.52,59.64,0.0
2025-03-10,Delhi,25.22,53.0,0.0
2025-03-11,Delhi,30.21,23.97,0.0
2025-03-12,Delhi,37.25,52.3,0.0
2025-03-13,Delhi,34.36,53.88,0.0
2025-03-14,Delhi,27.71,31.9,0.0
2025-03-15,Delhi,27.83,29.76,0.0
2025-03-16,Delhi,30.77,22.16,0.0
2025-03-17,Delhi,25.63,59.32,0.0
2025-03-18,Delhi,35.5,25.15,6.47
2025-03-19,Delhi,32.93,41.06,0.0
2025-03-20,Delhi,36.48,43.19,0.0
2025-03-21,Delhi,30.9,34.16,0.0
2025-03-22,Delhi,44.44,51.44,0.0
2025-03-23,Delhi,27.55,46.77,0.0
2025-03-24,Delhi,32.03,22.6,0.0
2025-03-25,Delhi,44.13,20.41,0.0
2025-03-26,Delhi,25.12,45.87,0.0
2025-03-27,Delhi,29.77,41.92,0.0
2025-03-28,Delhi,43.51,23.81,0.0
2025-03-29,Delhi,35.66,53.68,0.0
2025-03-30,Delhi,30.25,57.58,0.0
2025-03-31,Delhi,38.2,39.95,0.0
2025-04-01,Delhi,35.79,36.66,0.0
2025-04-02,Delhi,30.73,21.68,5.67
2025-04-03,Delhi,36.8,52.43,0.0
2025-04-04,Delhi,32.11,26.07,0.0
2025-04-05,Delhi,33.95,32.94,0.0
2025-04-06,Delhi,31.45,57.13,0.0
2025-04-07,Delhi,35.77,47.69,0.0
2025-04-08,Delhi,39.16,26.87,0.0
2025-04-09,Delhi,25.28,35.4,0.0
2025-04-10,Delhi,27.72,35.83,0.0
2025-04-11,Delhi,29.73,41.01,0.0
2025-04-12,Delhi,30.02,43.56,0.0
2025-04-13,Delhi,39.38,20.85,0.0
2025-04-14,Delhi,33.74,59.94,0.0
2025-04-15,Delhi,37.18,51.74,0.0
2025-04-16,Delhi,40.15,22.97,0.0
2025-04-17,Delhi,33.28,51.59,0.0
2025-04-18,Delhi,37.17,34.66,0.0
2025-04-19,Delhi,44.42,55.13,0.0
2025-04-20,Delhi,31.7,23.51,0.0
2025-04-21,Delhi,43.15,48.96,7.67
2025-04-22,Delhi,28.85,41.67,0.0
2025-04-23,Delhi,32.24,32.88,0.0
2025-04-24,Delhi,41.03,42.45,0.0
2025-04-25,Delhi,32.03,55.57,3.07
2025-04-26,Delhi,41.34,51.94,0.0
2025-04-27,Delhi,30.42,37.12,0.0
2025-04-28,Delhi,31.54,38.61,0.0
2025-04-29,Delhi,27.34,35.84,1.69
2025-04-30,Delhi,37.76,38.17,0.0
2025-05-01,Delhi,43.94,30.17,0.0
2025-05-02,Delhi,29.95,39.43,0.0
2025-05-03,Delhi,31.66,55.29,0.0
2025-05-04,Delhi,25.1,41.14,0.0
2025-05-05,Delhi,39.65,47.17,0.0
2025-05-06,Delhi,34.77,36.05,0.0
2025-05-07,Delhi,41.65,57.79,0.0
2025-05-08,Delhi,25.25,58.7,0.0
2025-05-09,Delhi,40.44,20.02,0.0
2025-05-10,Delhi,36.46,26.0,0.0
2025-05-11,Delhi,28.97,31.29,0.0
2025-05-12,Delhi,36.82,49.4,0.0
2025-05-13,Delhi,34.41,32.69,6.95
2025-05-14,Delhi,33.53,47.01,0.0
2025-05-15,Delhi,42.4,35.6,0.0
2025-05-16,Delhi,41.79,45.47,0.0
2025-05-17,Delhi,32.44,55.3,0.0
2025-05-18,Delhi,43.72,51.35,0.0
2025-05-19,Delhi,41.91,32.96,0.0
2025-05-20,Delhi,33.95,37.83,6.68
2025-05-21,Delhi,26.53,41.24,0.0
2025-05-22,Delhi,41.91,32.73,0.0
2025-05-23,Delhi,28.01,37.21,0.0
2025-05-24,Delhi,44.32,33.73,8.19
2025-05-25,Delhi,30.52,51.97,0.0
2025-05-26,Delhi,41.69,40.7,0.0
2025-05-27,Delhi,43.74,21.82,8.59
2025-05-28,Delhi,33.96,53.76,0.0
2025-05-29,Delhi,44.24,36.23,0.0
2025-05-30,Delhi,39.86,26.25,0.0
2025-05-31,Delhi,42.49,57.27,0.0
2025-06-01,Delhi,22.51,81.59,34.65
2025-06-02,Delhi,22.1,76.13,21.1
2025-06-03,Delhi,31.04,89.54,0.0
2025-06-04,Delhi,31.37,84.31,27.7
2025-06-05,Delhi,31.51,88.4,14.32
2025-06-06,Delhi,30.89,83.69,35.41
2025-06-07,Delhi,29.92,85.2,18.91
2025-06-08,Delhi,22.2,83.54,30.9
2025-06-09,Delhi,25.0,91.75,0.0
2025-06-10,Delhi,25.27,96.94,11.37
2025-06-11,Delhi,26.82,95.56,37.47
2025-06-12,Delhi,28.51,91.95,17.95
2025-06-13,Delhi,26.65,89.02,0.0
2025-06-14,Delhi,24.54,93.62,27.22
2025-06-15,Delhi,24.59,76.1,0.0
2025-06-16,Delhi,22.14,77.97,46.74
2025-06-17,Delhi,27.53,91.61,7.6
2025-06-18,Delhi,28.46,96.12,0.0
2025-06-19,Delhi,28.75,91.32,17.5
2025-06-20,Delhi,29.15,97.91,0.0
2025-06-21,Delhi,23.37,77.96,11.32
2025-06-22,Delhi,26.37,93.63,19.87
2025-06-23,Delhi,27.31,83.88,5.95
2025-06-24,Delhi,29.87,93.04,32.0
2025-06-25,Delhi,25.73,75.64,11.26
2025-06-26,Delhi,29.08,85.56,38.12
2025-06-27,Delhi,25.44,70.26,12.09
2025-06-28,Delhi,25.69,88.45,0.0
2024-07-03,Bengaluru,31.99,64.51,4.74
2024-07-04,Bengaluru,20.52,73.01,0.0
2024-07-05,Bengaluru,20.98,80.26,0.0
2024-07-06,Bengaluru,23.92,93.08,0.0
2024-07-07,Bengaluru,29.43,82.72,0.0
2024-07-08,Bengaluru,21.72,66.39,0.0
2024-07-09,Bengaluru,30.02,73.74,0.0
2024-07-10,Bengaluru,24.9,86.36,0.0
2024-07-11,Bengaluru,29.8,60.9,0.0
2024-07-12,Bengaluru,21.15,88.03,18.41
2024-07-13,Bengaluru,20.13,72.44,0.0
2024-07-14,Bengaluru,30.51,83.89,0.47
2024-07-15,Bengaluru,33.96,68.7,0.0
2024-07-16,Bengaluru,21.93,88.09,0.0
2024-07-17,Bengaluru,26.58,90.86,12.67
2024-07-18,Bengaluru,30.0,88.97,0.0
2024-07-19,Bengaluru,34.86,85.49,0.0
2024-07-20,Bengaluru,24.82,94.81,1.63
2024-07-21,Bengaluru,28.07,85.14,0.0
2024-07-22,Bengaluru,34.25,61.98,0.0
2024-07-23,Bengaluru,27.07,72.42,4.16
2024-07-24,Bengaluru,24.96,93.68,0.0
2024-07-25,Bengaluru,20.17,73.26,0.0
2024-07-26,Bengaluru,33.63,78.26,15.33
2024-07-27,Bengaluru,28.03,87.88,0.0
2024-07-28,Bengaluru,34.25,90.87,14.26
2024-07-29,Bengaluru,28.81,73.02,0.0
2024-07-30,Bengaluru,24.64,81.45,0.0
2024-07-31,Bengaluru,34.31,77.02,10.65
2024-08-01,Bengaluru,28.66,72.16,0.0
2024-08-02,Bengaluru,24.28,64.12,13.01
2024-08-03,Bengaluru,29.09,67.63,3.4
2024-08-04,Bengaluru,24.96,60.12,7.62
2024-08-05,Bengaluru,20.18,74.56,1.18
2024-08-06,Bengaluru,24.79,87.37,0.0
2024-08-07,Bengaluru,26.15,93.52,0.0
2024-08-08,Bengaluru,29.71,79.77,0.0
2024-08-09,Bengaluru,30.75,82.55,13.19
2024-08-10,Bengaluru,24.91,67.91,8.11
2024-08-11,Bengaluru,25.71,60.41,0.0
2024-08-12,Bengaluru,29.87,80.54,13.45
2024-08-13,Bengaluru,28.48,68.75,4.28
2024-08-14,Bengaluru,24.2,92.78,9.81
2024-08-15,Bengaluru,27.36,63.43,5.64
2024-08-16,Bengaluru,34.08,91.21,14.22
2024-08-17,Bengaluru,21.76,88.74,0.0
2024-08-18,Bengaluru,21.61,69.05,0.0
2024-08-19,Bengaluru,29.03,79.04,13.14
2024-08-20,Bengaluru,23.32,70.58,10.61
2024-08-21,Bengaluru,34.01,80.81,0.0
2024-08-22,Bengaluru,26.18,68.67,0.0
2024-08-23,Bengaluru,33.06,82.47,0.0
2024-08-24,Bengaluru,25.69,84.22,0.0
2024-08-25,Bengaluru,32.84,68.34,0.0
2024-08-26,Bengaluru,28.55,74.72,0.0
2024-08-27,Bengaluru,26.6,79.27,0.0
2024-08-28,Bengaluru,22.89,85.25,3.41
2024-08-29,Bengaluru,22.6,74.88,0.0
2024-08-30,Bengaluru,23.95,63.54,0.0
2024-08-31,Bengaluru,25.66,87.34,0.0
2024-09-01,Bengaluru,30.56,85.54,0.0
2024-09-02,Bengaluru,28.63,78.92,19.32
2024-09-03,Bengaluru,24.04,89.47,0.0
2024-09-04,Bengaluru,22.18,66.39,0.0
2024-09-05,Bengaluru,34.56,88.98,12.12
2024-09-06,Bengaluru,29.61,89.33,0.0
2024-09-07,Bengaluru,26.04,65.32,0.0
2024-09-08,Bengaluru,21.75,84.91,0.0
2024-09-09,Bengaluru,26.6,80.43,0.0
2024-09-10,Bengaluru,28.81,83.4,0.0
2024-09-11,Bengaluru,29.1,94.05,17.68
2024-09-12,Bengaluru,30.75,64.66,0.0
2024-09-13,Bengaluru,30.14,77.7,0.0
2024-09-14,Bengaluru,30.43,79.58,0.0
2024-09-15,Bengaluru,28.65,93.16,15.12
2024-09-16,Bengaluru,31.87,85.28,0.0
2024-09-17,Bengaluru,22.51,61.52,2.51
2024-09-18,Bengaluru,29.65,64.63,0.0
2024-09-19,Bengaluru,33.64,93.39,0.0
2024-09-20,Bengaluru,34.03,67.6,0.0
2024-09-21,Bengaluru,22.49,76.25,2.42
2024-09-22,Bengaluru,21.8,88.76,0.0
2024-09-23,Bengaluru,20.01,93.77,5.67
2024-09-24,Bengaluru,22.7,88.29,0.0
2024-09-25,Bengaluru,29.1,67.05,0.0
2024-09-26,Bengaluru,27.86,66.48,0.0
2024-09-27,Bengaluru,31.41,68.08,0.0
2024-09-28,Bengaluru,31.43,63.65,0.0
2024-09-29,Bengaluru,24.56,71.23,0.47
2024-09-30,Bengaluru,29.36,81.03,0.0
2024-10-01,Bengaluru,28.05,74.5,0.0
2024-10-02,Bengaluru,26.24,68.92,9.36
2024-10-03,Bengaluru,27.27,83.79,2.56
2024-10-04,Bengaluru,20.3,63.0,0.0
2024-10-05,Bengaluru,21.65,62.01,5.05
2024-10-06,Bengaluru,27.43,88.13,0.0
2024-10-07,Bengaluru,20.9,82.43,0.0
2024-10-08,Bengaluru,25.16,62.92,0.0
2024-10-09,Bengaluru,23.0,83.56,0.65
2024-10-10,Bengaluru,22.92,67.97,0.0
2024-10-11,Bengaluru,24.89,67.52,5.0
2024-10-12,Bengaluru,21.82,86.29,0.0
2024-10-13,Bengaluru,29.08,61.85,11.1
2024-10-14,Bengaluru,30.7,81.6,14.48
2024-10-15,Bengaluru,32.01,66.24,0.0
2024-10-16,Bengaluru,26.72,62.04,8.12
2024-10-17,Bengaluru,30.53,84.54,0.0
2024-10-18,Bengaluru,25.62,84.66,0.0
2024-10-19,Bengaluru,25.37,84.63,0.0
2024-10-20,Bengaluru,24.75,74.96,15.8
2024-10-21,Bengaluru,33.3,74.77,2.32
2024-10-22,Bengaluru,29.58,89.01,0.0
2024-10-23,Bengaluru,20.96,80.24,0.0
2024-10-24,Bengaluru,33.02,76.91,0.36
2024-10-25,Bengaluru,29.57,69.34,0.0
2024-10-26,Bengaluru,21.9,63.78,0.0
2024-10-27,Bengaluru,32.45,76.13,0.0
2024-10-28,Bengaluru,29.56,79.82,0.0
2024-10-29,Bengaluru,28.98,88.68,4.79
2024-10-30,Bengaluru,24.41,68.46,18.31
2024-10-31,Bengaluru,21.03,85.62,0.0
2024-11-01,Bengaluru,31.84,85.16,0.0
2024-11-02,Bengaluru,20.25,83.55,0.0
2024-11-03,Bengaluru,29.42,77.51,0.0
2024-11-04,Bengaluru,33.48,60.67,13.84
2024-11-05,Bengaluru,22.92,67.11,0.0
2024-11-06,Bengaluru,30.79,79.69,0.0
2024-11-07,Bengaluru,30.49,86.11,0.0
2024-11-08,Bengaluru,21.7,88.51,0.0
2024-11-09,Bengaluru,20.15,64.11,10.34
2024-11-10,Bengaluru,23.28,62.87,0.0
2024-11-11,Bengaluru,26.79,86.88,0.0
2024-11-12,Bengaluru,31.11,87.42,0.0
2024-11-13,Bengaluru,28.44,89.28,0.0
2024-11-14,Bengaluru,27.45,83.17,8.91
2024-11-15,Bengaluru,27.42,83.57,0.0
2024-11-16,Bengaluru,27.16,84.41,7.24
2024-11-17,Bengaluru,23.48,81.08,7.84
2024-11-18,Bengaluru,33.36,94.53,1.9
2024-11-19,Bengaluru,22.75,94.57,0.0
2024-11-20,Bengaluru,26.72,79.52,0.0
2024-11-21,Bengaluru,25.98,94.57,0.0
2024-11-22,Bengaluru,21.15,69.94,0.0
2024-11-23,Bengaluru,23.1,77.99,0.0
2024-11-24,Bengaluru,28.53,67.56,0.0
2024-11-25,Bengaluru,23.14,89.54,12.9
2024-11-26,Bengaluru,21.36,78.57,0.0
2024-11-27,Bengaluru,27.13,93.23,4.74
2024-11-28,Bengaluru,32.37,73.47,0.0
2024-11-29,Bengaluru,26.38,70.87,0.0
2024-11-30,Bengaluru,22.79,94.27,0.0
2024-12-01,Bengaluru,22.84,65.07,0.0
2024-12-02,Bengaluru,32.75,76.39,0.0
2024-12-03,Bengaluru,32.29,92.1,15.14
2024-12-04,Bengaluru,23.16,90.08,0.0
2024-12-05,Bengaluru,23.97,86.69,0.0
2024-12-06,Bengaluru,34.32,60.66,0.0
2024-12-07,Bengaluru,24.37,62.14,14.61
2024-12-08,Bengaluru,26.98,90.67,0.0
2024-12-09,Bengaluru,28.48,89.17,0.0
2024-12-10,Bengaluru,30.42,93.94,0.0
2024-12-11,Bengaluru,29.31,92.95,0.0
2024-12-12,Bengaluru,26.44,67.07,0.0
2024-12-13,Bengaluru,31.14,77.78,0.0
2024-12-14,Bengaluru,30.87,76.63,19.79
2024-12-15,Bengaluru,28.51,75.66,0.0
2024-12-16,Bengaluru,22.81,62.56,0.0
2024-12-17,Bengaluru,30.44,78.36,0.0
2024-12-18,Bengaluru,31.55,88.72,0.0
2024-12-19,Bengaluru,33.7,90.45,0.0
2024-12-20,Bengaluru,30.17,89.04,0.0
2024-12-21,Bengaluru,25.49,62.14,0.0
2024-12-22,Bengaluru,24.02,75.74,19.92
2024-12-23,Bengaluru,24.06,87.48,0.0
2024-12-24,Bengaluru,30.91,82.41,0.0
2024-12-25,Bengaluru,21.8,60.6,0.0
2024-12-26,Bengaluru,29.49,67.86,3.14
2024-12-27,Bengaluru,22.79,67.62,0.0
2024-12-28,Bengaluru,24.86,69.41,8.61
2024-12-29,Bengaluru,23.07,88.77,0.0
2024-12-30,Bengaluru,28.34,84.82,0.0
2024-12-31,Bengaluru,29.11,75.25,0.0
2025-01-01,Bengaluru,26.2,82.53,0.0
2025-01-02,Bengaluru,23.79,66.28,0.0
2025-01-03,Bengaluru,32.54,65.21,0.0
2025-01-04,Bengaluru,27.24,65.68,16.98
2025-01-05,Bengaluru,24.99,89.48,0.0
2025-01-06,Bengaluru,29.6,86.29,0.0
2025-01-07,Bengaluru,26.62,78.87,0.0
2025-01-08,Bengaluru,26.87,68.02,0.0
2025-01-09,Bengaluru,33.0,74.06,0.0
2025-01-10,Bengaluru,30.43,74.18,8.61
2025-01-11,Bengaluru,23.33,81.72,0.0
2025-01-12,Bengaluru,29.08,62.38,0.0
2025-01-13,Bengaluru,24.65,72.78,0.0
2025-01-14,Bengaluru,32.77,89.19,0.0
2025-01-15,Bengaluru,28.15,93.4,0.0
2025-01-16,Bengaluru,24.83,87.28,5.51
2025-01-17,Bengaluru,23.43,88.37,18.11
2025-01-18,Bengaluru,34.6,80.64,10.51
2025-01-19,Bengaluru,34.13,82.03,0.0
2025-01-20,Bengaluru,20.34,80.68,0.0
2025-01-21,Bengaluru,21.18,64.29,0.0
2025-01-22,Bengaluru,33.42,81.12,0.0
2025-01-23,Bengaluru,21.88,64.77,7.83
2025-01-24,Bengaluru,27.38,66.1,0.0
2025-01-25,Bengaluru,32.36,66.9,0.0
2025-01-26,Bengaluru,23.91,60.91,0.0
2025-01-27,Bengaluru,21.73,83.75,0.0
2025-01-28,Bengaluru,27.77,70.59,0.0
2025-01-29,Bengaluru,24.89,79.79,0.0
2025-01-30,Bengaluru,32.78,94.76,0.0
2025-01-31,Bengaluru,21.16,70.66,2.33
2025-02-01,Bengaluru,32.8,85.45,9.48
2025-02-02,Bengaluru,26.53,88.09,0.0
2025-02-03,Bengaluru,27.48,78.73,0.0
2025-02-04,Bengaluru,31.18,68.88,10.76
2025-02-05,Bengaluru,29.7,76.95,0.0
2025-02-06,Bengaluru,20.65,75.99,8.29
2025-02-07,Bengaluru,26.44,82.02,0.0
2025-02-08,Bengaluru,20.03,68.18,0.0
2025-02-09,Bengaluru,24.59,94.97,3.9
2025-02-10,Bengaluru,34.98,62.41,0.0
2025-02-11,Bengaluru,28.0,69.67,0.0
2025-02-12,Bengaluru,28.39,62.81,0.0
2025-02-13,Bengaluru,34.93,81.87,0.33
2025-02-14,Bengaluru,34.79,88.82,0.0
2025-02-15,Bengaluru,20.87,77.09,0.0
2025-02-16,Bengaluru,24.6,92.33,0.0
2025-02-17,Bengaluru,33.29,70.81,0.0
2025-02-18,Bengaluru,33.32,92.1,5.56
2025-02-19,Bengaluru,23.11,71.18,0.0
2025-02-20,Bengaluru,22.73,62.34,0.0
2025-02-21,Bengaluru,27.9,65.44,4.9
2025-02-22,Bengaluru,21.46,72.67,0.0
2025-02-23,Bengaluru,29.55,83.94,0.0
2025-02-24,Bengaluru,31.09,89.02,0.0
2025-02-25,Bengaluru,31.29,89.97,0.0
2025-02-26,Bengaluru,22.67,91.66,0.0
2025-02-27,Bengaluru,26.7,88.79,0.0
2025-02-28,Bengaluru,25.3,67.9,0.0
2025-03-01,Bengaluru,32.25,78.22,15.44
2025-03-02,Bengaluru,28.72,73.47,0.0
2025-03-03,Bengaluru,32.89,68.87,0.77
2025-03-04,Bengaluru,23.84,78.07,17.64
2025-03-05,Bengaluru,22.12,79.71,0.0
2025-03-06,Bengaluru,32.78,73.51,0.0
2025-03-07,Bengaluru,26.22,83.03,0.0
2025-03-08,Bengaluru,32.61,69.18,10.13
2025-03-09,Bengaluru,25.53,67.76,13.81
2025-03-10,Bengaluru,21.06,94.59,1.04
2025-03-11,Bengaluru,25.28,65.71,0.0
2025-03-12,Bengaluru,30.63,65.05,17.11
2025-03-13,Bengaluru,24.26,82.62,15.15
2025-03-14,Bengaluru,23.37,67.48,0.0
2025-03-15,Bengaluru,30.0,70.62,0.0
2025-03-16,Bengaluru,22.92,87.61,0.0
2025-03-17,Bengaluru,20.62,89.98,0.0
2025-03-18,Bengaluru,28.07,72.26,0.27
2025-03-19,Bengaluru,27.52,71.28,0.0
2025-03-20,Bengaluru,20.08,68.54,0.0
2025-03-21,Bengaluru,28.19,80.05,9.5
2025-03-22,Bengaluru,21.18,77.95,0.0
2025-03-23,Bengaluru,23.1,86.24,0.0
2025-03-24,Bengaluru,22.96,73.32,0.0
2025-03-25,Bengaluru,27.81,88.63,11.82
2025-03-26,Bengaluru,33.56,84.25,0.0
2025-03-27,Bengaluru,31.62,69.43,10.0
2025-03-28,Bengaluru,27.18,68.51,0.0
2025-03-29,Bengaluru,27.29,89.09,8.48
2025-03-30,Bengaluru,29.91,68.09,0.0
2025-03-31,Bengaluru,33.19,61.43,0.41
2025-04-01,Bengaluru,23.84,66.22,0.0
2025-04-02,Bengaluru,26.36,65.04,0.0
2025-04-03,Bengaluru,32.69,69.32,0.0
2025-04-04,Bengaluru,30.66,77.05,0.0
2025-04-05,Bengaluru,31.67,88.4,0.0
2025-04-06,Bengaluru,22.18,70.96,0.0
2025-04-07,Bengaluru,23.7,60.1,5.31
2025-04-08,Bengaluru,20.13,91.44,0.0
2025-04-09,Bengaluru,24.62,67.03,6.15
2025-04-10,Bengaluru,23.11,70.26,0.0
2025-04-11,Bengaluru,32.41,71.67,0.0
2025-04-12,Bengaluru,22.15,81.33,0.0
2025-04-13,Bengaluru,21.9,70.13,1.33
2025-04-14,Bengaluru,26.96,76.32,0.0
2025-04-15,Bengaluru,33.02,82.65,4.26
2025-04-16,Bengaluru,32.21,89.13,0.0
2025-04-17,Bengaluru,32.44,94.02,0.0
2025-04-18,Bengaluru,28.07,74.24,0.38
2025-04-19,Bengaluru,24.66,74.98,0.0
2025-04-20,Bengaluru,22.45,70.5,1.27
2025-04-21,Bengaluru,31.7,85.25,0.0
2025-04-22,Bengaluru,32.26,86.57,3.49
2025-04-23,Bengaluru,34.36,67.44,0.0
2025-04-24,Bengaluru,25.38,61.0,14.41
2025-04-25,Bengaluru,20.63,64.95,4.28
2025-04-26,Bengaluru,27.69,76.25,7.31
2025-04-27,Bengaluru,25.21,83.8,0.0
2025-04-28,Bengaluru,21.69,63.2,0.0
2025-04-29,Bengaluru,28.77,90.6,16.51
2025-04-30,Bengaluru,29.0,93.16,0.0
2025-05-01,Bengaluru,33.62,67.23,0.0
2025-05-02,Bengaluru,28.96,74.22,0.0
2025-05-03,Bengaluru,25.82,69.85,0.0
2025-05-04,Bengaluru,31.78,66.17,0.0
2025-05-05,Bengaluru,32.49,91.32,0.0
2025-05-06,Bengaluru,29.55,63.65,0.0
2025-05-07,Bengaluru,27.36,64.04,0.0
2025-05-08,Bengaluru,29.05,66.91,0.0
2025-05-09,Bengaluru,22.89,71.74,5.36
2025-05-10,Bengaluru,21.35,67.62,13.76
2025-05-11,Bengaluru,31.36,68.26,0.0
2025-05-12,Bengaluru,21.2,65.23,10.48
2025-05-13,Bengaluru,24.98,67.21,0.0
2025-05-14,Bengaluru,28.14,79.42,0.0
2025-05-15,Bengaluru,21.76,69.15,0.0
2025-05-16,Bengaluru,25.65,61.17,0.0
2025-05-17,Bengaluru,32.83,79.05,15.3
2025-05-18,Bengaluru,23.4,75.04,0.0
2025-05-19,Bengaluru,30.26,88.18,10.57
2025-05-20,Bengaluru,30.4,78.09,0.0
2025-05-21,Bengaluru,27.37,74.46,0.0
2025-05-22,Bengaluru,31.88,64.02,0.0
2025-05-23,Bengaluru,21.5,90.41,3.25
2025-05-24,Bengaluru,23.39,85.36,0.0
2025-05-25,Bengaluru,25.24,71.3,16.54
2025-05-26,Bengaluru,30.21,94.42,0.0
2025-05-27,Bengaluru,28.06,74.42,0.0
2025-05-28,Bengaluru,33.35,90.51,0.0
2025-05-29,Bengaluru,22.48,76.07,0.0
2025-05-30,Bengaluru,21.26,74.21,0.0
2025-05-31,Bengaluru,34.88,62.77,2.03
2025-06-01,Bengaluru,34.86,68.46,0.0
2025-06-02,Bengaluru,31.5,81.67,0.0
2025-06-03,Bengaluru,23.49,76.38,0.0
2025-06-04,Bengaluru,24.39,75.59,0.0
2025-06-05,Bengaluru,20.02,74.4,0.0
2025-06-06,Bengaluru,25.49,80.34,1.59
2025-06-07,Bengaluru,26.55,71.45,0.0
2025-06-08,Bengaluru,29.74,86.45,0.0
2025-06-09,Bengaluru,31.9,94.35,6.67
2025-06-10,Bengaluru,22.84,93.63,0.0
2025-06-11,Bengaluru,21.36,72.38,0.0
2025-06-12,Bengaluru,20.97,71.81,0.0
2025-06-13,Bengaluru,26.55,63.84,0.0
2025-06-14,Bengaluru,28.23,79.46,16.71
2025-06-15,Bengaluru,26.89,82.23,0.0
2025-06-16,Bengaluru,25.34,81.49,0.0
2025-06-17,Bengaluru,26.98,82.34,16.35
2025-06-18,Bengaluru,20.66,76.2,0.0
2025-06-19,Bengaluru,30.87,74.36,0.0
2025-06-20,Bengaluru,21.2,91.85,15.33
2025-06-21,Bengaluru,27.35,82.91,0.0
2025-06-22,Bengaluru,22.47,67.51,0.0
2025-06-23,Bengaluru,26.04,70.33,6.05
2025-06-24,Bengaluru,28.22,62.1,0.0
2025-06-25,Bengaluru,33.8,77.21,0.0
2025-06-26,Bengaluru,23.67,77.44,0.16
2025-06-27,Bengaluru,32.74,80.79,7.66
2025-06-28,Bengaluru,25.15,63.58,13.0
2024-07-03,Chennai,25.58,93.88,0.0
2024-07-04,Chennai,28.34,76.96,0.0
2024-07-05,Chennai,20.45,81.81,0.0
2024-07-06,Chennai,34.21,87.69,12.25
2024-07-07,Chennai,30.52,87.55,0.0
2024-07-08,Chennai,28.87,74.87,9.65
2024-07-09,Chennai,25.82,83.84,18.89
2024-07-10,Chennai,24.24,66.05,0.0
2024-07-11,Chennai,30.23,64.52,0.0
2024-07-12,Chennai,30.31,68.76,0.0
2024-07-13,Chennai,31.15,68.81,0.0
2024-07-14,Chennai,21.65,80.21,0.0
2024-07-15,Chennai,27.16,61.74,0.0
2024-07-16,Chennai,32.53,60.54,0.0
2024-07-17,Chennai,21.24,78.39,0.0
2024-07-18,Chennai,27.63,78.42,0.0
2024-07-19,Chennai,32.28,75.47,0.0
2024-07-20,Chennai,34.72,83.77,0.0
2024-07-21,Chennai,21.25,64.07,2.58
2024-07-22,Chennai,23.93,85.24,9.76
2024-07-23,Chennai,22.78,83.25,0.0
2024-07-24,Chennai,32.48,85.99,0.0
2024-07-25,Chennai,30.43,80.27,12.64
2024-07-26,Chennai,34.94,77.39,0.0
2024-07-27,Chennai,21.44,66.74,15.21
2024-07-28,Chennai,29.81,83.27,0.0
2024-07-29,Chennai,27.27,91.13,0.0
2024-07-30,Chennai,30.22,77.3,0.0
2024-07-31,Chennai,31.57,65.86,0.0
2024-08-01,Chennai,22.66,65.12,14.04
2024-08-02,Chennai,21.27,92.23,0.0
2024-08-03,Chennai,32.82,83.84,0.0
2024-08-04,Chennai,28.41,85.12,0.0
