PurchaseID,ProductID,PurchaseDate,QuantityPurchased,CostOfPurchase,VendorInvoiceNumber
PUR1059,P1837,2024-08-22,98,8794.52,INV35733
PUR1060,P1837,2025-05-25,21,6181.77,INV87267
PUR1061,P2451,2025-02-03,61,12229.89,INV14270
PUR1062,P2451,2025-06-23,116,43882.8,INV67241
PUR1063,P2451,2025-06-02,52,25437.36,INV86262
PUR1064,P1462,2025-05-06,182,31509.66,INV35643
PUR1065,P2385,2025-01-10,75,26952.75,INV69052
PUR1066,P2385,2025-06-06,104,14751.36,INV57239
PUR1067,P2385,2025-03-02,29,8295.16,INV62525
PUR1068,P1418,2025-02-12,140,25953.2,INV89825
PUR1069,P1418,2024-08-15,174,65417.04,INV80532
PUR1070,P1418,2024-07-19,157,15219.58,INV14198
PUR1071,P1258,2025-05-15,96,21894.72,INV58338
PUR1072,P1258,2024-08-27,118,15396.64,INV50442
PUR1073,P1258,2024-12-17,161,2954.35,INV72116
PUR1074,P1038,2025-07-08,159,52109.07,INV70754
PUR1075,P1038,2024-09-06,138,63235.74,INV40602
PUR1076,P1038,2025-03-08,15,3227.4,INV49097
PUR1077,P1038,2025-01-16,98,3374.14,INV87798
PUR1078,P1038,2025-02-27,56,27068.72,INV20530
PUR1079,P2426,2025-02-11,86,7463.94,INV70669
PUR1080,P2426,2025-07-01,117,26829.27,INV19010
PUR1081,P2426,2024-07-08,22,2030.16,INV97083
PUR1082,P1898,2025-03-12,123,16012.14,INV26236
PUR1083,P1898,2024-12-15,95,39254.0,INV53250
PUR1084,P1898,2025-05-18,186,6154.74,INV22917
PUR1085,P1898,2025-02-16,199,32442.97,INV54652
PUR1086,P1770,2024-11-17,146,18366.8,INV29239
PUR1087,P1770,2024-10-28,19,4690.34,INV78051
PUR1088,P1770,2024-09-11,151,24190.2,INV91294
PUR1089,P1770,2024-11-10,98,18852.26,INV21292
PUR1090,P1985,2024-11-29,116,27662.52,INV97163
PUR1091,P1985,2025-04-13,145,51795.45,INV27685
PUR1092,P1985,2024-11-09,120,19617.6,INV85650
PUR1093,P1985,2024-10-31,59,7688.88,INV75258
PUR1094,P1985,2025-02-24,29,7742.13,INV51178
PUR1095,P1944,2025-02-08,73,2325.05,INV26678
PUR1096,P1165,2025-04-11,108,9506.16,INV36399
PUR1097,P1165,2025-06-11,102,15423.42,INV86629
PUR1098,P1185,2025-04-15,189,86992.92,INV95268
PUR1099,P1185,2024-11-19,160,36020.8,INV21069
PUR1100,P1185,2025-01-03,88,20478.48,INV66886
PUR1101,P1185,2024-09-09,13,1461.59,INV93385
PUR1102,P1411,2024-11-28,27,7917.21,INV25462
PUR1103,P1027,2025-05-16,14,1159.76,INV43374
PUR1104,P1027,2024-10-23,177,71746.95,INV14298
PUR1105,P1027,2024-11-14,107,27817.86,INV83659
PUR1106,P1027,2024-07-31,47,11246.16,INV59805
PUR1107,P1027,2024-08-21,183,89005.71,INV65874
PUR1108,P1423,2025-05-21,100,21949.0,INV96393
PUR1109,P1785,2024-11-16,33,12717.87,INV48462
PUR1110,P1785,2025-01-28,150,35743.5,INV69465
PUR1111,P1785,2025-05-03,161,72646.42,INV56171
PUR1112,P1785,2025-01-26,113,43039.44,INV63797
PUR1113,P1116,2024-10-30,35,11792.2,INV14601
PUR1114,P1116,2024-09-15,148,34540.24,INV97749
PUR1115,P1116,2025-06-14,10,4674.1,INV79754
PUR1116,P1249,2025-05-20,128,19671.04,INV18675
PUR1117,P1249,2025-03-20,11,3513.29,INV73394
PUR1118,P1249,2025-06-11,10,4956.4,INV13317
PUR1119,P1388,2024-10-16,90,35942.4,INV23048
PUR1120,P1335,2024-07-14,176,46370.72,INV32826
PUR1121,P1335,2024-11-01,118,30694.16,INV18602
PUR1122,P1335,2025-01-20,123,4028.25,INV71240
PUR1123,P1078,2024-12-06,105,21496.65,INV10246
PUR1124,P1078,2025-04-16,166,17119.58,INV84068
PUR1125,P1078,2024-12-31,67,19281.26,INV44739
PUR1126,P1078,2025-02-24,103,19412.41,INV42136
PUR1127,P1065,2025-02-14,40,9337.6,INV41145
PUR1128,P2008,2025-05-18,176,30778.88,INV77382
PUR1129,P2008,2025-06-25,81,32139.18,INV28682
PUR1130,P2008,2025-01-17,22,1492.04,INV70833
PUR1131,P2008,2024-11-08,121,27686.01,INV19873
PUR1132,P2008,2024-12-24,19,252.89,INV46449
PUR1133,P1515,2024-10-28,99,28807.02,INV38440
PUR1134,P1515,2025-05-28,191,9393.38,INV74169
PUR1135,P1515,2024-12-07,66,757.02,INV53604
PUR1136,P1515,2024-11-17,128,25923.84,INV11936
PUR1137,P1515,2025-06-28,112,15206.24,INV65429
PUR1138,P1014,2025-06-12,174,1980.12,INV89575
PUR1139,P1339,2025-06-13,43,13971.99,INV44893
PUR1140,P1339,2024-12-29,52,15181.92,INV90469
PUR1141,P1339,2024-10-03,95,37304.6,INV57194
PUR1142,P1339,2025-01-31,73,7851.15,INV51252
PUR1143,P1339,2024-10-03,126,55870.92,INV40029
PUR1144,P2295,2024-09-28,41,1530.94,INV77669
PUR1145,P1085,2025-04-07,184,43920.8,INV37998
PUR1146,P1085,2025-06-14,93,35900.79,INV64738
PUR1147,P1534,2025-04-30,87,4115.1,INV16599
PUR1148,P1534,2024-12-05,86,29066.28,INV89850
PUR1149,P1534,2025-05-31,153,41544.09,INV39451
PUR1150,P1534,2024-07-30,135,14288.4,INV68026
PUR1151,P2321,2025-01-14,192,71756.16,INV40281
PUR1152,P2321,2025-03-04,157,46977.54,INV71946
PUR1153,P2082,2024-07-08,50,13971.5,INV54298
PUR1154,P2082,2025-03-16,46,8101.52,INV45669
PUR1155,P2082,2025-03-23,56,24160.08,INV94626
PUR1156,P2082,2025-06-21,161,21966.84,INV51337
PUR1157,P1577,2024-09-14,180,5774.4,INV54628
PUR1158,P1577,2024-08-13,49,7933.59,INV89994
PUR1159,P1577,2024-09-29,107,31914.89,INV49731
PUR1160,P1054,2025-02-24,81,3400.38,INV50473
PUR1161,P1870,2025-02-25,111,33953.79,INV34242
PUR1162,P2253,2024-12-28,19,2043.45,INV85529
PUR1163,P2041,2024-07-31,132,20763.6,INV75185
PUR1164,P2498,2025-01-11,180,72687.6,INV79185
PUR1165,P2498,2025-05-25,70,28461.3,INV28912
PUR1166,P1857,2025-03-24,73,23035.15,INV37437
PUR1167,P1857,2024-11-24,125,30426.25,INV40590
PUR1168,P1376,2024-10-19,32,4546.88,INV67781
PUR1169,P1376,2024-09-02,68,13381.72,INV55930
PUR1170,P1376,2024-12-23,155,15999.1,INV86024
PUR1171,P1376,2025-04-15,10,436.4,INV15009
PUR1172,P1376,2025-03-25,178,40336.58,INV94927
PUR1173,P1528,2024-11-01,113,51390.14,INV49868
PUR1174,P1528,2024-10-31,176,40981.6,INV20064
PUR1175,P1528,2025-03-26,70,3419.5,INV61696
PUR1176,P1528,2025-05-31,56,25600.4,INV16487
PUR1177,P1086,2025-07-01,40,14484.8,INV67849
PUR1178,P1086,2024-12-31,162,52729.38,INV10617
PUR1179,P1086,2025-04-01,66,28358.22,INV18757
PUR1180,P1086,2025-01-12,171,62435.52,INV73617
PUR1181,P2033,2025-05-18,95,18458.5,INV53333
PUR1182,P2033,2024-07-15,67,32771.04,INV78567
PUR1183,P1343,2024-09-21,184,19579.44,INV93127
PUR1184,P1343,2025-07-01,45,15237.45,INV46727
PUR1185,P1343,2024-11-03,91,34662.81,INV82055
PUR1186,P1343,2024-08-31,127,30446.98,INV95433
PUR1187,P1946,2024-11-28,86,8325.66,INV44785
PUR1188,P1946,2025-01-26,24,3420.48,INV52000
PUR1189,P2249,2025-04-25,47,3015.05,INV52515
PUR1190,P2231,2024-09-25,178,19261.38,INV46807
PUR1191,P2231,2025-02-21,23,3560.17,INV79139
PUR1192,P2231,2024-08-27,189,61442.01,INV52618
PUR1193,P2231,2024-10-25,64,26118.4,INV14926
PUR1194,P2231,2025-01-11,42,14300.16,INV35475
PUR1195,P1468,2025-04-04,194,58582.18,INV19167
PUR1196,P1468,2025-02-13,177,50609.61,INV96046
PUR1197,P1468,2024-11-20,194,55115.4,INV81451
PUR1198,P1468,2025-04-26,167,23981.2,INV40131
PUR1199,P1608,2025-02-27,56,25145.68,INV19308
PUR1200,P1608,2025-05-24,170,39081.3,INV16632
PUR1201,P1608,2024-11-06,170,76462.6,INV10227
PUR1202,P1608,2024-11-23,118,27129.38,INV12684
PUR1203,P1608,2025-01-26,104,41220.4,INV43182
PUR1204,P1974,2024-12-10,96,38830.08,INV72310
PUR1205,P1974,2024-08-17,88,10156.08,INV63945
PUR1206,P1974,2024-08-25,92,28813.48,INV85636
PUR1207,P1974,2024-07-12,63,11717.37,INV82725
PUR1208,P2257,2025-03-09,113,21613.51,INV93138
PUR1209,P2257,2024-07-31,172,57073.04,INV48405
PUR1210,P2257,2024-11-23,155,1418.25,INV75094
PUR1211,P2257,2025-02-11,95,45441.35,INV84154
PUR1212,P2257,2024-12-20,174,77931.12,INV11624
PUR1213,P1716,2024-10-21,23,10717.54,INV83590
PUR1214,P1716,2024-07-27,33,16177.26,INV97599
PUR1215,P1716,2025-01-11,77,14079.45,INV59151
PUR1216,P1716,2025-03-10,168,62275.92,INV54398
PUR1217,P1716,2025-03-30,146,11342.74,INV28685
PUR1218,P1141,2025-01-05,171,20966.31,INV29948
PUR1219,P2339,2025-01-19,157,18618.63,INV84936
PUR1220,P2339,2024-11-02,143,21638.76,INV27976
PUR1221,P2339,2024-09-25,89,34087.89,INV96681
PUR1222,P1882,2024-12-22,58,13737.88,INV49712
PUR1223,P1882,2024-07-18,113,55562.1,INV21923
PUR1224,P1882,2024-12-22,23,7554.81,INV91459
PUR1225,P1882,2025-07-07,23,6902.53,INV81589
PUR1226,P1353,2025-02-19,125,10551.25,INV23444
PUR1227,P1353,2025-03-05,196,15333.08,INV49680
PUR1228,P1012,2024-12-18,163,61887.84,INV20310
PUR1229,P1012,2025-05-19,97,17782.04,INV38518
PUR1230,P1012,2025-02-06,199,74804.1,INV97485
PUR1231,P1012,2025-04-09,89,19608.48,INV41635
PUR1232,P2154,2025-03-09,133,57507.87,INV16438
PUR1233,P2154,2025-01-18,131,10139.4,INV71679
PUR1234,P2154,2025-02-12,150,7191.0,INV25787
PUR1235,P1972,2024-09-21,44,8224.04,INV34154
PUR1236,P1972,2024-09-15,187,12996.5,INV85021
PUR1237,P2184,2024-11-03,187,2043.91,INV53193
PUR1238,P2184,2024-07-25,135,49077.9,INV23316
PUR1239,P2184,2025-01-19,104,19698.64,INV94863
PUR1240,P2184,2024-10-09,24,6894.48,INV85279
PUR1241,P2184,2025-01-11,160,42699.2,INV36975
PUR1242,P2455,2024-12-10,166,55621.62,INV73611
PUR1243,P2455,2024-12-13,55,25872.55,INV77985
PUR1244,P1152,2024-11-21,126,25822.44,INV27299
PUR1245,P1152,2025-03-09,92,21828.84,INV57021
PUR1246,P1152,2025-06-07,84,40108.32,INV40529
PUR1247,P1152,2025-04-20,152,10687.12,INV59220
PUR1248,P1152,2025-05-26,69,29269.8,INV10313
PUR1249,P1544,2024-07-22,102,17190.06,INV96323
PUR1250,P1544,2024-08-10,105,39033.75,INV50059
PUR1251,P1544,2024-10-10,42,8637.3,INV41958
PUR1252,P1544,2025-03-20,23,5257.11,INV58456
PUR1253,P1758,2025-04-10,129,33254.91,INV37920
PUR1254,P2039,2025-04-01,89,4396.6,INV16103
PUR1255,P2039,2024-11-13,12,4444.32,INV27966
PUR1256,P2039,2024-07-16,78,22162.92,INV39781
PUR1257,P2039,2024-08-10,33,1138.17,INV49575
PUR1258,P2193,2025-01-12,103,48102.03,INV95109
PUR1259,P2193,2024-12-06,106,10901.04,INV25848
PUR1260,P2193,2024-07-19,38,8648.8,INV73556
PUR1261,P2193,2024-12-30,109,32597.54,INV14141
PUR1262,P2193,2025-01-11,98,40702.34,INV93249
PUR1263,P1772,2025-01-03,162,45057.06,INV41230
PUR1264,P2377,2025-02-09,20,9943.2,INV40079
PUR1265,P2377,2024-08-12,81,13849.38,INV83110
PUR1266,P1089,2024-11-09,157,67667.0,INV61689
PUR1267,P1089,2024-07-29,124,43940.64,INV95264
PUR1268,P1089,2025-01-12,171,3579.03,INV78898
PUR1269,P1999,2025-04-02,15,3452.7,INV85123
PUR1270,P1999,2025-04-08,13,5648.5,INV31397
PUR1271,P1999,2024-09-23,155,16141.7,INV72110
PUR1272,P1457,2025-02-13,164,46446.44,INV54025
PUR1273,P1457,2024-10-15,134,43838.1,INV28909
PUR1274,P1775,2024-10-30,64,2318.72,INV79765
PUR1275,P1775,2024-09-16,132,53894.28,INV92078
PUR1276,P1586,2025-07-06,56,15156.4,INV63810
PUR1277,P1586,2025-02-26,19,6362.91,INV48805
PUR1278,P1586,2024-09-09,152,37635.2,INV45879
PUR1279,P2199,2025-06-15,38,11316.78,INV98670
PUR1280,P2199,2025-03-15,111,34875.09,INV64682
PUR1281,P1621,2024-10-19,73,32318.56,INV68228
PUR1282,P1621,2024-11-11,108,22521.24,INV63615
PUR1283,P1621,2024-09-05,165,10431.3,INV54155
PUR1284,P1621,2024-08-09,170,68736.1,INV44724
PUR1285,P1621,2024-08-03,29,8416.67,INV51921
PUR1286,P2190,2025-03-19,192,58062.72,INV61152
PUR1287,P2190,2024-12-14,148,2452.36,INV87644
PUR1288,P1285,2024-10-14,101,15055.06,INV27459
PUR1289,P2020,2025-01-22,125,7857.5,INV18564
PUR1290,P2035,2025-01-04,131,38562.47,INV75103
PUR1291,P2035,2025-02-22,153,55981.17,INV48079
PUR1292,P2035,2025-07-04,187,79104.74,INV62517
PUR1293,P1219,2025-06-10,184,50548.48,INV13491
PUR1294,P1692,2025-05-12,34,1759.16,INV61666
PUR1295,P1692,2024-07-09,27,1563.03,INV84676
PUR1296,P1071,2024-08-24,151,27853.46,INV95973
PUR1297,P1071,2024-08-10,108,6364.44,INV41097
PUR1298,P1071,2024-11-20,28,4092.2,INV89377
PUR1299,P1071,2025-02-17,172,31240.36,INV40279
PUR1300,P1071,2025-05-23,58,26434.08,INV49401
PUR1301,P1923,2024-08-21,124,39150.52,INV30222
PUR1302,P1923,2024-10-15,161,26518.31,INV72028
PUR1303,P1923,2025-05-19,60,15549.6,INV28837
PUR1304,P1923,2024-08-06,76,35890.24,INV78941
PUR1305,P2137,2024-11-12,61,20000.68,INV56875
PUR1306,P2137,2024-08-20,18,6702.84,INV86352
PUR1307,P1410,2024-08-16,191,71644.1,INV16908
PUR1308,P1410,2024-12-14,129,64235.55,INV86624
PUR1309,P1225,2024-07-29,163,16836.27,INV19085
PUR1310,P1225,2025-01-14,121,963.16,INV29223
PUR1311,P1225,2025-07-07,20,4181.4,INV32617
PUR1312,P1225,2024-07-22,86,36045.18,INV77466
PUR1313,P1225,2025-01-14,40,19531.6,INV63581
PUR1314,P2161,2025-06-25,37,1546.6,INV33857
PUR1315,P2161,2025-03-04,81,13715.73,INV85197
PUR1316,P2161,2024-09-02,109,12282.12,INV18554
PUR1317,P2161,2024-08-28,97,18218.54,INV10315
PUR1318,P2064,2025-05-13,164,25480.68,INV62224
PUR1319,P2064,2025-06-08,165,40288.05,INV34890
PUR1320,P1352,2025-01-10,92,37984.04,INV75217
PUR1321,P1352,2025-05-28,143,19869.85,INV98088
PUR1322,P1662,2025-06-13,87,6862.56,INV78839
PUR1323,P1662,2025-01-24,44,10720.6,INV13428
PUR1324,P1662,2025-03-28,185,19225.2,INV68422
PUR1325,P1662,2025-02-03,137,46478.62,INV54860
PUR1326,P1367,2024-08-30,37,9822.02,INV64175
PUR1327,P1367,2025-01-14,129,6990.51,INV17283
PUR1328,P1367,2025-03-01,171,5839.65,INV10964
PUR1329,P2444,2024-11-13,51,9404.4,INV72392
PUR1330,P1188,2025-01-12,95,16868.2,INV42180
PUR1331,P1188,2025-02-25,195,11308.05,INV49871
PUR1332,P1216,2025-06-06,42,6382.32,INV54056
PUR1333,P1216,2025-03-02,191,46598.27,INV86638
PUR1334,P1216,2025-03-16,113,32383.54,INV32899
PUR1335,P1216,2024-08-30,104,36637.12,INV89930
PUR1336,P1513,2025-06-22,61,21322.55,INV27278
PUR1337,P1823,2024-07-14,105,44245.95,INV35928
PUR1338,P1823,2024-07-12,159,65509.59,INV99045
PUR1339,P1537,2024-11-08,171,58847.94,INV29909
PUR1340,P1537,2024-08-09,38,16460.08,INV16110
PUR1341,P1537,2025-01-09,39,13295.49,INV52192
PUR1342,P1537,2024-10-09,55,6164.4,INV53819
PUR1343,P1537,2024-12-16,120,46360.8,INV18795
PUR1344,P2450,2024-12-14,196,1783.6,INV57979
PUR1345,P2450,2024-08-07,44,20318.32,INV39284
PUR1346,P2450,2025-02-15,26,6672.38,INV72603
PUR1347,P1212,2025-03-20,126,35714.7,INV40757
PUR1348,P1212,2024-09-02,59,15847.99,INV13924
PUR1349,P1212,2025-02-15,46,13811.04,INV86578
PUR1350,P1212,2024-12-01,183,1621.38,INV68636
PUR1351,P1212,2025-04-07,151,20658.31,INV35401
PUR1352,P1650,2024-08-31,193,19203.5,INV57522
PUR1353,P1650,2024-08-31,88,25162.72,INV64528
PUR1354,P1802,2025-03-18,146,55944.28,INV52773
PUR1355,P2417,2025-01-11,118,51022.02,INV56085
PUR1356,P2417,2025-01-18,147,13753.32,INV11245
PUR1357,P1482,2025-03-02,141,19954.32,INV36164
PUR1358,P1482,2025-02-01,161,6043.94,INV19469
PUR1359,P1482,2024-12-21,71,25089.27,INV59868
PUR1360,P1111,2024-08-19,132,40463.28,INV14007
PUR1361,P1111,2024-09-07,96,2327.04,INV58346
PUR1362,P1111,2025-05-12,135,59135.4,INV92337
PUR1363,P1757,2025-03-01,111,16729.92,INV63417
PUR1364,P1757,2024-07-13,152,11150.72,INV90165
PUR1365,P1757,2024-10-11,144,31432.32,INV93427
PUR1366,P1757,2024-09-03,108,7983.36,INV15004
PUR1367,P1511,2024-12-01,22,10940.6,INV59600
PUR1368,P1511,2024-12-10,77,37411.99,INV10662
PUR1369,P2429,2025-06-28,78,29530.02,INV67168
PUR1370,P2429,2025-04-07,138,48714.0,INV69936
PUR1371,P1900,2024-12-23,132,32499.72,INV57929
PUR1372,P1070,2024-12-02,33,7721.01,INV79296
PUR1373,P1070,2025-07-01,32,389.44,INV80581
PUR1374,P2309,2024-11-06,149,52903.94,INV25095
PUR1375,P2309,2024-11-24,200,94068.0,INV64140
PUR1376,P2309,2025-01-19,67,23025.89,INV87988
PUR1377,P2094,2025-06-01,10,4815.6,INV44225
PUR1378,P2094,2025-03-29,167,9682.66,INV77831
PUR1379,P2094,2025-06-23,68,23211.12,INV17233
PUR1380,P2094,2025-01-13,124,25261.28,INV20342
PUR1381,P2225,2024-09-15,91,3141.32,INV81400
PUR1382,P2225,2024-11-16,65,4536.35,INV69738
PUR1383,P1801,2024-09-29,54,13457.88,INV51246
PUR1384,P1801,2025-04-10,164,45893.76,INV37408
PUR1385,P1358,2025-06-12,152,75305.36,INV38121
PUR1386,P1358,2024-11-14,156,24194.04,INV81208
PUR1387,P1358,2025-04-25,192,61948.8,INV30884
PUR1388,P1358,2025-04-30,30,4494.3,INV80240
PUR1389,P1358,2025-04-01,178,29644.12,INV22413
PUR1390,P1838,2024-09-24,186,36223.5,INV62252
PUR1391,P1838,2024-10-30,180,22633.2,INV32955
PUR1392,P1675,2025-06-25,179,15211.42,INV33968
PUR1393,P1675,2024-08-18,141,35947.95,INV94968
PUR1394,P1675,2025-03-21,151,6145.7,INV21973
PUR1395,P1675,2025-01-17,14,2479.68,INV28392
PUR1396,P1112,2025-01-28,59,8228.73,INV40008
PUR1397,P1112,2024-09-20,115,1097.1,INV77546
PUR1398,P1112,2024-07-15,48,8768.64,INV39334
PUR1399,P1112,2025-03-05,193,94660.71,INV35438
PUR1400,P1112,2024-07-11,136,38301.68,INV51593
PUR1401,P2120,2024-12-30,34,15422.06,INV38058
PUR1402,P2120,2024-12-19,10,437.3,INV77133
PUR1403,P2262,2024-09-01,189,77813.19,INV60649
PUR1404,P2262,2024-08-22,52,14595.36,INV18931
PUR1405,P2057,2025-04-22,20,1698.8,INV20223
PUR1406,P2057,2024-10-06,106,25271.46,INV65168
PUR1407,P2057,2025-03-10,172,19613.16,INV94280
PUR1408,P2143,2025-03-27,133,1963.08,INV54013
PUR1409,P2143,2025-06-13,171,27736.2,INV92228
PUR1410,P2143,2025-06-19,97,41595.54,INV23563
PUR1411,P2143,2025-05-20,24,1886.64,INV21989
PUR1412,P2143,2025-01-01,30,7578.0,INV31610
PUR1413,P1366,2025-01-24,82,4113.94,INV91265
PUR1414,P1366,2025-03-18,12,4815.6,INV91988
PUR1415,P1366,2025-05-19,68,8249.76,INV18727
PUR1416,P1736,2025-03-18,164,6773.2,INV78265
PUR1417,P1736,2025-02-11,166,71019.78,INV70844
PUR1418,P1736,2024-12-16,146,9183.4,INV35036
PUR1419,P1736,2025-05-15,144,11144.16,INV92222
PUR1420,P2404,2025-02-01,53,10168.58,INV54877
PUR1421,P2404,2025-02-24,125,19970.0,INV74173
PUR1422,P2404,2025-01-20,162,38502.54,INV94758
PUR1423,P2298,2024-10-03,107,45920.12,INV14685
PUR1424,P2298,2025-05-20,103,10823.24,INV48355
PUR1425,P1765,2024-11-18,32,10953.28,INV45707
PUR1426,P1765,2024-08-21,107,51428.48,INV80013
PUR1427,P1765,2025-03-17,181,68273.2,INV87870
PUR1428,P1941,2024-10-20,32,11499.84,INV98036
PUR1429,P1941,2025-04-25,37,6659.63,INV14066
PUR1430,P1941,2024-08-09,83,2490.0,INV10219
PUR1431,P1566,2025-02-14,24,2718.72,INV79338
PUR1432,P1566,2025-01-05,128,35170.56,INV21348
PUR1433,P1566,2024-11-05,180,61482.6,INV19927
PUR1434,P1566,2024-08-08,82,22932.94,INV57208
PUR1435,P1566,2025-06-09,107,14685.75,INV40607
PUR1436,P2406,2024-09-15,114,26592.78,INV15775
PUR1437,P2406,2024-07-27,71,1647.2,INV69386
PUR1438,P1604,2025-07-05,88,11994.4,INV60376
PUR1439,P1604,2025-01-19,89,17598.86,INV86556
PUR1440,P2018,2024-10-16,112,15939.84,INV55666
PUR1441,P2018,2025-03-07,184,51205.36,INV92522
PUR1442,P2018,2024-08-27,137,55485.0,INV73231
PUR1443,P2018,2025-06-14,24,1806.72,INV55468
PUR1444,P1688,2025-01-25,148,10555.36,INV37336
PUR1445,P1688,2025-01-14,160,67825.6,INV66374
PUR1446,P1373,2024-10-18,61,12566.61,INV46615
PUR1447,P1373,2024-11-01,18,855.18,INV77992
PUR1448,P1373,2024-11-26,174,84409.14,INV60810
PUR1449,P1373,2025-03-23,27,12982.14,INV12737
PUR1450,P1373,2025-03-09,29,11343.93,INV61907
PUR1451,P1328,2024-08-01,150,2568.0,INV86574
PUR1452,P1328,2024-07-19,28,4392.08,INV22653
PUR1453,P1328,2024-10-25,35,11201.05,INV46192
PUR1454,P1924,2025-07-05,102,5142.84,INV12599
PUR1455,P1924,2024-09-29,130,52650.0,INV37541
PUR1456,P1924,2024-12-17,89,35210.18,INV70449
PUR1457,P1924,2025-03-12,129,33066.57,INV58714
PUR1458,P1800,2025-05-28,54,1485.0,INV91463
PUR1459,P1800,2025-02-14,77,24963.4,INV71345
PUR1460,P1800,2024-08-25,142,20558.76,INV11384
PUR1461,P2078,2025-02-06,10,1901.3,INV40032
PUR1462,P1492,2025-06-06,198,89458.38,INV84980
PUR1463,P1492,2025-04-17,125,40233.75,INV73036
PUR1464,P2091,2024-11-20,41,10749.79,INV19536
PUR1465,P2091,2024-11-10,63,14914.62,INV60430
PUR1466,P2091,2025-02-24,150,16225.5,INV64125
PUR1467,P1993,2024-12-12,185,36914.9,INV46100
PUR1468,P1993,2024-07-24,109,28686.62,INV27017
PUR1469,P2266,2024-10-07,178,82622.26,INV68921
PUR1470,P1556,2025-05-28,103,45381.8,INV64670
PUR1471,P1556,2025-05-30,164,6966.72,INV28580
PUR1472,P1556,2025-04-25,25,6233.75,INV90199
PUR1473,P1725,2024-10-08,41,20135.51,INV64597
PUR1474,P1725,2025-04-21,150,1377.0,INV31065
PUR1475,P1725,2024-07-23,157,37386.41,INV97368
PUR1476,P1725,2024-08-17,11,3665.75,INV64312
PUR1477,P1624,2025-06-05,164,75226.8,INV39684
PUR1478,P1624,2024-09-07,166,47431.18,INV30359
PUR1479,P1624,2024-07-13,134,13298.16,INV26435
PUR1480,P1624,2024-09-28,91,34251.49,INV20296
PUR1481,P1624,2024-08-20,118,49385.36,INV36975
PUR1482,P2283,2024-12-31,110,19995.8,INV25527
PUR1483,P2283,2025-03-31,44,17400.68,INV23325
PUR1484,P2283,2025-03-01,187,55144.43,INV69843
PUR1485,P2283,2025-04-10,181,17493.65,INV42737
PUR1486,P2283,2025-03-27,91,33129.46,INV92287
PUR1487,P1371,2024-08-02,22,5027.0,INV97157
PUR1488,P1371,2024-12-19,111,1914.75,INV88467
PUR1489,P1371,2024-09-14,155,66730.6,INV50336
PUR1490,P2454,2024-11-30,15,2151.0,INV24267
PUR1491,P2454,2025-03-15,62,29232.38,INV66729
PUR1492,P2454,2025-05-16,135,1630.8,INV76116
PUR1493,P2454,2025-03-28,161,71577.38,INV37286
PUR1494,P2454,2025-03-06,117,18875.61,INV65027
PUR1495,P1260,2025-02-21,142,9602.04,INV42711
PUR1496,P1260,2025-04-02,19,4519.34,INV65541
PUR1497,P1260,2025-02-15,146,70923.88,INV51394
PUR1498,P1260,2025-02-05,191,64594.29,INV80927
PUR1499,P1260,2024-12-12,42,20845.02,INV60237
PUR1500,P1483,2025-02-05,80,10531.2,INV81889
PUR1501,P2431,2025-05-05,56,10349.92,INV72446
PUR1502,P2431,2024-08-09,181,72646.16,INV86470
PUR1503,P2431,2025-05-02,187,35178.44,INV51823
PUR1504,P1135,2025-04-21,18,3306.96,INV35375
PUR1505,P1135,2025-04-05,141,13478.19,INV16751
PUR1506,P1710,2024-09-14,169,51012.65,INV48412
PUR1507,P1710,2024-12-11,52,14771.12,INV28284
PUR1508,P1710,2024-09-30,90,21179.7,INV64302
PUR1509,P1710,2025-01-06,92,22448.0,INV89684
PUR1510,P2395,2024-08-22,120,11697.6,INV62769
PUR1511,P2395,2024-12-15,93,9757.56,INV35559
PUR1512,P2395,2024-12-29,20,4729.4,INV75419
PUR1513,P2395,2025-01-12,14,190.82,INV67266
PUR1514,P2237,2025-04-06,173,18471.21,INV67334
PUR1515,P2237,2024-11-27,22,1354.32,INV26433
PUR1516,P2237,2024-09-24,153,26490.42,INV34850
PUR1517,P2060,2024-08-22,149,27739.33,INV97009
PUR1518,P2060,2024-08-26,169,55443.83,INV26228
PUR1519,P2060,2025-07-07,94,42236.08,INV86628
PUR1520,P2060,2024-10-20,194,57136.88,INV88946
PUR1521,P2365,2025-04-15,64,28897.92,INV35251
PUR1522,P2365,2024-12-19,49,22132.81,INV69585
PUR1523,P2365,2024-10-25,125,23473.75,INV64222
PUR1524,P2336,2025-04-27,182,68159.0,INV68489
PUR1525,P2336,2025-02-14,76,8291.6,INV18945
PUR1526,P2336,2025-03-26,35,16608.55,INV95289
PUR1527,P2336,2024-12-30,24,10937.28,INV40050
PUR1528,P1227,2025-02-20,111,45083.76,INV24932
PUR1529,P2304,2025-01-25,117,1919.97,INV56983
PUR1530,P2358,2024-11-03,36,14888.52,INV25987
PUR1531,P2358,2025-05-12,82,37984.04,INV81450
PUR1532,P2358,2024-09-24,180,68497.2,INV39209
PUR1533,P2358,2024-07-25,27,9114.12,INV47148
PUR1534,P1325,2025-06-27,70,33303.2,INV33996
PUR1535,P1325,2025-04-14,99,19334.7,INV78793
PUR1536,P1325,2024-08-15,42,8465.1,INV25290
PUR1537,P2376,2025-04-14,64,18458.88,INV20408
PUR1538,P1721,2025-05-20,86,41518.22,INV27639
PUR1539,P1721,2025-03-02,167,24378.66,INV63265
