ProductID,ProductName,Category,Cost,Price,SupplierID,SupplierName,ReorderPoint,LeadTimeDays,ExpiryDate,UnitOfMeasure,quantity
P1652,Bananas (1 Dozen),Fruits & Vegetables,79.79,196.37,S001,Indian Wholesale Co.,23,1,2025-07-12,dozens,108
P1737,Energy Bar (Nut 50g),Snacks & Beverages,74.28,177.6,S002,Bharat Distributors,63,2,2025-12-17,bottles,711
P1058,Water Bottle (Steel),Utensils & Cookware,486.14,1021.57,S003,Priya Grocers,2,10,2025-06-17,sets,35
P1629,Eggs (6 Pcs),Dairy & Bakery,92.54,156.8,S008,TechGadgets India,12,2,2025-07-16,pcs,59
P2275,Frying Pan (Non-stick),Utensils & Cookware,843.74,1919.49,S008,TechGadgets India,4,13,2027-05-30,sets,78
P1242,Toor Dal (1kg),Grocery & Staples,96.38,137.9,S005,Apex Foods Pvt. Ltd.,2,4,2025-01-08,kg,49
P1928,Mango Juice (1L),Snacks & Beverages,105.66,255.76,S003,Priya Grocers,18,2,2027-06-22,packets,205
P1189,Agarbatti (Pack of 100),Home & Kitchen,695.16,1273.89,S007,HomeCare Solutions,5,7,2025-03-29,kg,31
P1683,Mutton Curry Cut (500g),Meat & Seafood,676.16,858.27,S001,Indian Wholesale Co.,15,1,2025-09-05,pcs,47
P1214,Basmati Rice (5kg),Grocery & Staples,170.94,232.24,S002,Bharat Distributors,2,5,2025-03-14,packets,47
P1072,Potato Chips (Masala 75g),Snacks & Beverages,52.69,87.46,S008,TechGadgets India,5,2,2025-06-15,packets,70
P2201,Immunity Booster (Syrup 200ml),Health & Wellness,144.51,237.93,S002,Bharat Distributors,6,9,2026-05-05,pcs,58
P2037,Chai Mix (150g),Snacks & Beverages,126.78,309.4,S001,Indian Wholesale Co.,60,2,2026-11-04,pcs,768
P2159,USB Cable (2m),Electronics,19758.84,25155.44,S002,Bharat Distributors,1,16,2026-11-09,units,39
P1791,Sugar (1kg),Grocery & Staples,276.14,656.98,S007,HomeCare Solutions,32,4,2027-05-23,pcs,694
P2474,Protein Powder (Whey 500g),Health & Wellness,591.92,1319.01,S008,TechGadgets India,12,4,2027-03-12,pcs,128
P1968,Casual Shirt (L),Apparel,586.64,865.12,S007,HomeCare Solutions,6,14,2026-10-15,pcs,88
P1983,Casual Shirt (L),Apparel,1403.07,3003.96,S007,HomeCare Solutions,2,20,2027-04-15,sets,31
P1739,Energy Bar (Nut 50g),Snacks & Beverages,38.65,83.79,S008,TechGadgets India,68,2,2027-06-18,ml,799
P1704,Basic Headphones,Electronics,41854.09,59649.6,S004,Quick Supply India,1,16,2027-03-05,units,20
P1617,Extension Cord (5m),Electronics,14832.37,27058.01,S002,Bharat Distributors,1,12,2027-01-11,pcs,21
P2303,USB Cable (2m),Electronics,26235.48,60888.68,S008,TechGadgets India,1,12,2026-07-18,units,46
P1167,Multivitamin Tablets (Bottle 60pcs),Health & Wellness,150.38,370.44,S001,Indian Wholesale Co.,1,6,2024-11-22,ml,16
P1762,Tomatoes (500g),Fruits & Vegetables,80.11,157.93,S005,Apex Foods Pvt. Ltd.,29,1,2025-09-17,kg,101
P1932,Jeans (Size 32),Apparel,643.46,1606.81,S005,Apex Foods Pvt. Ltd.,8,15,2025-08-15,pcs,123
P2130,Sanitary Pads (Pack of 10),Personal Care,340.96,684.77,S003,Priya Grocers,18,7,2027-01-02,g,168
P1096,Chicken Breast (500g),Meat & Seafood,239.53,440.91,S001,Indian Wholesale Co.,12,1,2025-06-08,kg,49
P2153,USB Cable (2m),Electronics,26025.89,43756.42,S005,Apex Foods Pvt. Ltd.,1,9,2025-10-16,units,23
P1460,Butter (100g),Dairy & Bakery,37.38,68.99,S006,Health Essentials Ltd.,32,2,2025-07-26,pcs,138
P1315,Immunity Booster (Syrup 200ml),Health & Wellness,306.18,520.77,S005,Apex Foods Pvt. Ltd.,1,6,2024-10-02,ml,9
P2242,Frying Pan (Non-stick),Utensils & Cookware,403.56,799.78,S006,Health Essentials Ltd.,3,11,2026-06-16,sets,66
P1836,Chicken Breast (500g),Meat & Seafood,706.08,1663.94,S003,Priya Grocers,20,1,2025-08-14,g,77
P1653,Chicken Breast (500g),Meat & Seafood,509.1,1039.1,S007,HomeCare Solutions,3,1,2025-09-14,g,11
P1658,Onions (1kg),Fruits & Vegetables,65.32,106.98,S007,HomeCare Solutions,36,1,2025-08-20,dozens,129
P1253,Namkeen (Aloo Bhujia 150g),Snacks & Beverages,43.66,75.39,S003,Priya Grocers,4,3,2024-10-10,pcs,48
P1977,Frying Pan (Non-stick),Utensils & Cookware,882.51,1182.22,S003,Priya Grocers,2,5,2025-10-09,pcs,40
P1774,Formal Shoes (Size 10),Footwear,413.76,1012.02,S002,Bharat Distributors,7,10,2027-02-01,pcs,97
P2446,Chicken Breast (500g),Meat & Seafood,950.39,1523.35,S002,Bharat Distributors,4,1,2025-09-25,pcs,17
P1682,Dishwashing Liquid (500ml),Home & Kitchen,390.26,483.8,S001,Indian Wholesale Co.,47,12,2026-09-13,kg,281
P1448,Protein Powder (Whey 500g),Health & Wellness,518.85,765.47,S008,TechGadgets India,24,11,2025-09-16,ml,180
P1392,Hand Wash (Neem 250ml),Personal Care,159.68,384.87,S003,Priya Grocers,32,7,2027-04-12,packs,359
P2024,Immunity Booster (Syrup 200ml),Health & Wellness,102.19,131.14,S006,Health Essentials Ltd.,34,4,2025-10-13,packs,243
P1975,Casual Shirt (L),Apparel,455.73,1019.03,S006,Health Essentials Ltd.,5,24,2026-06-26,pcs,57
P2017,Bread (Whole Wheat 400g),Dairy & Bakery,129.35,278.17,S006,Health Essentials Ltd.,55,1,2025-08-08,g,298
P1281,Fish Fillet (250g),Meat & Seafood,954.67,2313.39,S005,Apex Foods Pvt. Ltd.,3,1,2025-06-27,pcs,12
P1564,Potatoes (1kg),Fruits & Vegetables,76.98,166.87,S008,TechGadgets India,39,1,2025-09-25,g,195
P2393,Spices Combo (100g),Grocery & Staples,118.98,169.64,S003,Priya Grocers,22,3,2025-11-25,kg,490
P1821,Garbage Bags (Medium Pack),Home & Kitchen,765.62,1545.31,S001,Indian Wholesale Co.,7,10,2027-03-20,rolls,47
P1637,Coriander (Bunch),Fruits & Vegetables,35.22,65.2,S002,Bharat Distributors,39,1,2025-08-27,pcs,133
P1104,Dishwashing Liquid (500ml),Home & Kitchen,316.17,693.67,S002,Bharat Distributors,5,11,2025-01-16,rolls,43
P1464,Hair Oil (Coconut 300ml),Personal Care,355.39,530.94,S008,TechGadgets India,27,8,2026-01-24,bottles,272
P1296,Milk (toned 1L),Dairy & Bakery,161.07,289.66,S003,Priya Grocers,3,2,2025-05-06,dozens,16
P2158,USB Cable (2m),Electronics,35887.9,76054.83,S005,Apex Foods Pvt. Ltd.,1,19,2027-05-02,pcs,1
P2341,Socks (Pack of 3),Apparel,785.26,1635.73,S008,TechGadgets India,4,15,2026-08-24,sets,64
P2473,Formal Shoes (Size 10),Footwear,335.47,737.31,S008,TechGadgets India,2,23,2027-01-18,pcs,28
P2226,Extension Cord (5m),Electronics,36643.47,81383.69,S001,Indian Wholesale Co.,1,19,2026-02-21,units,13
P1342,Immunity Booster (Syrup 200ml),Health & Wellness,472.74,986.81,S007,HomeCare Solutions,2,11,2024-07-12,ml,21
P2293,Bananas (1 Dozen),Fruits & Vegetables,50.8,91.41,S007,HomeCare Solutions,25,1,2025-08-20,dozens,121
P1082,Floor Cleaner (1L),Home & Kitchen,370.27,909.49,S006,Health Essentials Ltd.,1,5,2024-12-03,bottles,3
P1879,Mutton Curry Cut (500g),Meat & Seafood,986.9,2278.05,S006,Health Essentials Ltd.,15,1,2025-09-07,kg,49
P1830,Mustard Oil (1L),Grocery & Staples,73.64,95.08,S006,Health Essentials Ltd.,39,6,2025-09-17,kg,706
P1719,Floor Cleaner (1L),Home & Kitchen,750.92,1601.99,S004,Quick Supply India,39,14,2027-03-01,pcs,274
P1199,Jeans (Size 32),Apparel,1137.73,1524.74,S008,TechGadgets India,1,21,2024-11-16,pcs,10
P2409,Yogurt (Fruit 150g),Dairy & Bakery,142.88,277.16,S003,Priya Grocers,38,1,2025-08-31,g,214
P2412,Floor Cleaner (1L),Home & Kitchen,280.66,432.57,S002,Bharat Distributors,22,9,2025-11-03,rolls,136
P1992,Onions (1kg),Fruits & Vegetables,68.39,138.45,S008,TechGadgets India,39,1,2025-08-14,g,155
P1871,Toothpaste (Herbal 150g),Personal Care,147.06,316.92,S003,Priya Grocers,27,4,2026-12-16,ml,265
P2062,Extension Cord (5m),Electronics,4629.34,10553.37,S005,Apex Foods Pvt. Ltd.,1,16,2026-04-07,units,13
P2472,Sunscreen (SPF30 100ml),Personal Care,237.86,319.3,S003,Priya Grocers,6,8,2025-11-12,bottles,57
P1600,Formal Shoes (Size 10),Footwear,370.53,758.42,S005,Apex Foods Pvt. Ltd.,7,11,2026-07-07,pairs,99
P2328,Floor Cleaner (1L),Home & Kitchen,595.95,1235.39,S008,TechGadgets India,20,7,2025-10-01,pcs,157
P1331,LED Bulb (9W),Electronics,10112.12,21653.22,S008,TechGadgets India,1,11,2025-05-01,pcs,18
P1809,Mutton Curry Cut (500g),Meat & Seafood,566.39,708.99,S007,HomeCare Solutions,10,1,2025-08-11,pcs,40
P2384,Toothpaste (Herbal 150g),Personal Care,288.84,522.71,S005,Apex Foods Pvt. Ltd.,31,9,2026-01-06,bottles,267
P1996,Coffee (100g),Grocery & Staples,141.05,245.59,S003,Priya Grocers,16,6,2027-06-16,pcs,318
P2128,Basic Headphones,Electronics,20084.57,44794.69,S004,Quick Supply India,1,9,2026-08-09,pcs,30
P1415,Frying Pan (Non-stick),Utensils & Cookware,377.98,659.64,S001,Indian Wholesale Co.,2,8,2026-09-13,sets,39
P2471,Matchbox (Pack of 10),Home & Kitchen,154.11,239.16,S004,Quick Supply India,20,9,2025-12-30,bottles,160
P2114,Socks (Pack of 3),Apparel,1128.63,2339.45,S003,Priya Grocers,11,17,2025-12-16,sets,144
P1852,Biscuits (Atta 100g),Snacks & Beverages,133.62,321.58,S005,Apex Foods Pvt. Ltd.,84,3,2026-11-30,ml,1013
P1009,Immunity Booster (Syrup 200ml),Health & Wellness,618.2,894.4,S002,Bharat Distributors,1,11,2024-07-07,ml,18
P1976,Cotton T-shirt (M),Apparel,996.55,2324.3,S002,Bharat Distributors,1,17,2027-01-31,pcs,18
P1525,Pressure Cooker (3L),Utensils & Cookware,933.74,1447.99,S001,Indian Wholesale Co.,2,6,2027-03-02,sets,32
P1862,Matchbox (Pack of 10),Home & Kitchen,125.7,250.2,S008,TechGadgets India,6,10,2027-06-27,rolls,52
P1684,USB Cable (2m),Electronics,25015.28,31157.2,S008,TechGadgets India,1,14,2025-12-29,units,18
P1193,Immunity Booster (Syrup 200ml),Health & Wellness,666.34,1002.35,S007,HomeCare Solutions,4,7,2025-05-07,pcs,44
P2131,Basic Headphones,Electronics,47292.96,65376.89,S002,Bharat Distributors,1,8,2026-11-09,pcs,10
P1889,Extension Cord (5m),Electronics,38292.02,58225.71,S003,Priya Grocers,1,8,2026-10-02,pcs,42
P1006,Sneakers (Size 9),Footwear,1207.93,2379.39,S005,Apex Foods Pvt. Ltd.,1,17,2025-01-04,pairs,12
P1488,Protein Powder (Whey 500g),Health & Wellness,294.37,585.97,S007,HomeCare Solutions,23,11,2026-09-11,bottles,246
P2077,Toothpaste (Herbal 150g),Personal Care,176.85,218.52,S006,Health Essentials Ltd.,10,5,2026-07-17,ml,126
P2149,Laundry Detergent (1kg),Home & Kitchen,288.61,448.92,S005,Apex Foods Pvt. Ltd.,52,6,2025-11-26,bottles,295
P1074,Soap (Sandalwood 125g),Personal Care,277.54,477.57,S003,Priya Grocers,4,8,2024-08-13,g,48
P2009,Immunity Booster (Syrup 200ml),Health & Wellness,625.72,1426.12,S008,TechGadgets India,28,6,2025-08-31,pcs,217
P1796,Mutton Curry Cut (500g),Meat & Seafood,442.74,1000.99,S004,Quick Supply India,9,1,2025-07-21,pcs,27
P2310,Face Cream (Aloe Vera 50g),Personal Care,206.0,365.37,S005,Apex Foods Pvt. Ltd.,23,7,2026-02-17,ml,243
P1203,Basmati Rice (5kg),Grocery & Staples,142.27,332.78,S004,Quick Supply India,2,6,2025-01-19,pcs,46
P1742,Cheese Slice (10 Pcs Pack),Dairy & Bakery,189.5,343.04,S005,Apex Foods Pvt. Ltd.,47,2,2025-07-28,liters,200
P1062,Cola (2L),Snacks & Beverages,62.96,105.32,S007,HomeCare Solutions,5,4,2024-09-04,pcs,65
P1140,Chicken Breast (500g),Meat & Seafood,724.47,1066.52,S006,Health Essentials Ltd.,4,1,2025-05-29,g,18
P1300,Pressure Cooker (3L),Utensils & Cookware,355.77,495.77,S001,Indian Wholesale Co.,1,14,2024-12-22,pcs,24
P1756,Chicken Breast (500g),Meat & Seafood,368.22,676.39,S007,HomeCare Solutions,18,1,2025-07-20,pcs,62
P2230,LED Bulb (9W),Electronics,40925.65,74835.45,S008,TechGadgets India,1,9,2027-03-11,pcs,46
P1659,Tea Powder (250g),Grocery & Staples,70.69,113.46,S006,Health Essentials Ltd.,32,4,2025-09-13,packets,724
P1435,Extension Cord (5m),Electronics,49764.5,67615.61,S002,Bharat Distributors,1,8,2027-02-09,units,44
P1295,Protein Powder (Whey 500g),Health & Wellness,562.57,743.32,S006,Health Essentials Ltd.,2,6,2024-12-21,packs,27
P1437,Multivitamin Tablets (Bottle 60pcs),Health & Wellness,383.05,712.82,S008,TechGadgets India,8,7,2026-11-13,pcs,78
P2352,Onions (1kg),Fruits & Vegetables,24.64,32.74,S003,Priya Grocers,24,1,2025-09-26,bunches,84
P1552,LED Bulb (9W),Electronics,12329.72,22922.79,S008,TechGadgets India,1,16,2025-09-09,units,8
P1712,Agarbatti (Pack of 100),Home & Kitchen,439.41,1016.59,S008,TechGadgets India,25,12,2025-10-11,rolls,204
P1906,Bananas (1 Dozen),Fruits & Vegetables,90.18,199.39,S004,Quick Supply India,37,1,2025-07-14,dozens,136
P1465,Cotton T-shirt (M),Apparel,1980.87,2625.64,S006,Health Essentials Ltd.,9,21,2027-01-30,sets,124
P1596,Potatoes (1kg),Fruits & Vegetables,86.18,169.98,S005,Apex Foods Pvt. Ltd.,26,1,2025-08-25,bunches,108
P2421,Curd (500g),Dairy & Bakery,191.92,232.63,S004,Quick Supply India,32,1,2025-08-01,liters,172
P1236,Water Bottle (Steel),Utensils & Cookware,649.75,921.68,S001,Indian Wholesale Co.,2,8,2025-04-25,sets,35
P2463,Sandals (Size 8),Footwear,902.72,1477.01,S005,Apex Foods Pvt. Ltd.,5,19,2026-06-20,pcs,89
P1690,Onions (1kg),Fruits & Vegetables,88.84,131.8,S007,HomeCare Solutions,28,1,2025-07-21,pcs,96
P1107,Cotton T-shirt (M),Apparel,332.28,606.12,S005,Apex Foods Pvt. Ltd.,2,19,2024-09-14,pcs,34
P2236,LED Bulb (9W),Electronics,47761.37,64391.65,S002,Bharat Distributors,1,13,2026-12-08,units,49
P1413,Multivitamin Tablets (Bottle 60pcs),Health & Wellness,382.08,547.43,S003,Priya Grocers,11,11,2027-01-06,ml,114
P1263,Immunity Booster (Syrup 200ml),Health & Wellness,596.44,754.34,S005,Apex Foods Pvt. Ltd.,6,10,2025-04-27,bottles,48
P1998,Soap (Sandalwood 125g),Personal Care,179.47,415.6,S002,Bharat Distributors,26,3,2026-10-20,bottles,241
P2287,Sneakers (Size 9),Footwear,1276.69,2694.08,S003,Priya Grocers,2,14,2025-10-11,pcs,35
P1430,Chicken Breast (500g),Meat & Seafood,525.68,732.43,S007,HomeCare Solutions,7,1,2025-08-09,pcs,30
P1045,Agarbatti (Pack of 100),Home & Kitchen,156.81,326.47,S005,Apex Foods Pvt. Ltd.,1,11,2025-01-13,rolls,7
P1046,Butter (100g),Dairy & Bakery,175.94,378.03,S008,TechGadgets India,3,2,2025-05-25,g,17
P1863,Mutton Curry Cut (500g),Meat & Seafood,472.43,871.01,S006,Health Essentials Ltd.,16,1,2025-09-01,kg,57
P1102,Cotton T-shirt (M),Apparel,1575.43,3084.67,S005,Apex Foods Pvt. Ltd.,1,22,2024-09-23,pcs,23
P1270,Immunity Booster (Syrup 200ml),Health & Wellness,502.25,1113.01,S004,Quick Supply India,5,5,2025-06-01,packs,42
P1105,Chai Mix (150g),Snacks & Beverages,48.34,64.24,S001,Indian Wholesale Co.,2,1,2024-12-26,packets,27
P1869,Sandals (Size 8),Footwear,1303.45,1701.02,S004,Quick Supply India,2,24,2026-03-13,pcs,37
P1746,Mutton Curry Cut (500g),Meat & Seafood,991.96,1524.92,S002,Bharat Distributors,32,1,2025-07-06,kg,96
P2369,Formal Shoes (Size 10),Footwear,1015.85,1382.71,S003,Priya Grocers,1,12,2026-10-22,pcs,22
P2182,Milk (toned 1L),Dairy & Bakery,78.63,191.81,S001,Indian Wholesale Co.,20,2,2025-07-16,packs,126
P2076,Apples (1kg),Fruits & Vegetables,69.45,141.93,S008,TechGadgets India,54,1,2025-09-22,bunches,193
P1837,Protein Powder (Whey 500g),Health & Wellness,521.1,968.49,S001,Indian Wholesale Co.,14,10,2026-12-17,ml,100
P2451,Frying Pan (Non-stick),Utensils & Cookware,568.22,797.01,S004,Quick Supply India,3,12,2026-05-19,pcs,60
P1462,LED Bulb (9W),Electronics,5034.05,8560.06,S002,Bharat Distributors,1,7,2026-05-09,units,14
P2385,Hair Oil (Coconut 300ml),Personal Care,141.45,192.04,S003,Priya Grocers,29,3,2026-06-18,g,297
P1418,Sunscreen (SPF30 100ml),Personal Care,237.22,565.0,S008,TechGadgets India,33,4,2025-11-15,pcs,283
P1258,Formal Shoes (Size 10),Footwear,1180.64,2172.15,S002,Bharat Distributors,1,22,2025-01-24,pairs,18
P1038,LED Bulb (9W),Electronics,36320.68,90132.32,S006,Health Essentials Ltd.,1,8,2025-02-01,pcs,29
P2426,Basic Headphones,Electronics,26388.1,55659.4,S005,Apex Foods Pvt. Ltd.,1,16,2026-11-24,units,35
P1898,Pressure Cooker (3L),Utensils & Cookware,695.83,1031.73,S007,HomeCare Solutions,1,7,2026-06-01,pcs,20
P1770,Apples (1kg),Fruits & Vegetables,99.16,138.24,S004,Quick Supply India,49,1,2025-07-29,kg,174
P1985,Chicken Breast (500g),Meat & Seafood,307.97,460.45,S002,Bharat Distributors,20,1,2025-08-28,pcs,73
P1944,Immunity Booster (Syrup 200ml),Health & Wellness,195.86,470.31,S007,HomeCare Solutions,21,11,2025-08-22,bottles,163
P1165,Cheese Slice (10 Pcs Pack),Dairy & Bakery,63.99,156.93,S005,Apex Foods Pvt. Ltd.,4,2,2025-05-09,liters,27
P1185,Shampoo (Anti-dandruff 200ml),Personal Care,133.8,170.25,S002,Bharat Distributors,4,4,2024-09-24,ml,40
P1411,Immunity Booster (Syrup 200ml),Health & Wellness,534.46,941.92,S001,Indian Wholesale Co.,15,11,2027-06-01,packs,129
P1027,Fish Fillet (250g),Meat & Seafood,675.53,1669.37,S005,Apex Foods Pvt. Ltd.,1,1,2025-06-21,pcs,1
P1423,Mutton Curry Cut (500g),Meat & Seafood,961.86,1305.35,S005,Apex Foods Pvt. Ltd.,4,1,2025-09-24,kg,14
P1785,Casual Shirt (L),Apparel,1471.57,1914.85,S006,Health Essentials Ltd.,5,18,2025-09-11,sets,78
P1116,Basic Headphones,Electronics,18645.76,35325.41,S006,Health Essentials Ltd.,1,8,2025-06-21,pcs,39
P1249,Mustard Oil (1L),Grocery & Staples,133.55,197.15,S006,Health Essentials Ltd.,2,2,2024-09-09,pcs,44
P1388,Face Cream (Aloe Vera 50g),Personal Care,139.94,266.62,S003,Priya Grocers,39,8,2026-03-24,bottles,429
P1335,Sandals (Size 8),Footwear,544.42,1012.18,S006,Health Essentials Ltd.,1,18,2024-12-03,pcs,0
P1078,Socks (Pack of 3),Apparel,1873.71,3901.33,S005,Apex Foods Pvt. Ltd.,2,14,2024-07-11,pcs,38
P1065,LED Bulb (9W),Electronics,43350.91,87185.49,S001,Indian Wholesale Co.,1,13,2025-04-08,pcs,42
P2008,Socks (Pack of 3),Apparel,1076.47,2068.03,S004,Quick Supply India,2,15,2026-05-13,sets,26
P1515,Toothpaste (Herbal 150g),Personal Care,261.22,342.07,S005,Apex Foods Pvt. Ltd.,58,3,2025-11-11,packs,486
P1014,Mango Juice (1L),Snacks & Beverages,39.75,67.95,S007,HomeCare Solutions,4,2,2025-03-02,pcs,58
P1339,Casual Shirt (L),Apparel,1909.78,4007.24,S004,Quick Supply India,1,12,2025-01-23,sets,3
P2295,Tomatoes (500g),Fruits & Vegetables,40.34,53.85,S002,Bharat Distributors,47,1,2025-08-20,dozens,176
P1085,Cheese Slice (10 Pcs Pack),Dairy & Bakery,184.15,296.91,S006,Health Essentials Ltd.,1,2,2025-05-14,pcs,9
P1534,Protein Powder (Whey 500g),Health & Wellness,390.12,905.84,S002,Bharat Distributors,22,7,2027-01-11,g,203
P2321,Cotton T-shirt (M),Apparel,754.55,957.77,S003,Priya Grocers,5,18,2026-10-04,pcs,69
P2082,Biscuits (Atta 100g),Snacks & Beverages,106.03,144.04,S003,Priya Grocers,32,2,2026-05-22,ml,430
P1577,Extension Cord (5m),Electronics,11191.36,23687.03,S003,Priya Grocers,1,8,2027-02-17,pcs,5
P1054,Pressure Cooker (3L),Utensils & Cookware,934.29,1856.77,S006,Health Essentials Ltd.,1,12,2025-03-12,pcs,0
P1870,Hand Wash (Neem 250ml),Personal Care,310.97,454.39,S002,Bharat Distributors,10,8,2026-04-22,bottles,116
P2253,Pressure Cooker (3L),Utensils & Cookware,331.37,762.46,S005,Apex Foods Pvt. Ltd.,3,10,2025-09-09,sets,52
P2041,Basmati Rice (5kg),Grocery & Staples,69.19,137.17,S006,Health Essentials Ltd.,23,5,2027-03-31,packets,524
P2498,Face Cream (Aloe Vera 50g),Personal Care,306.05,548.92,S007,HomeCare Solutions,51,9,2026-04-30,bottles,439
P1857,Multivitamin Tablets (Bottle 60pcs),Health & Wellness,566.57,724.38,S003,Priya Grocers,4,6,2026-05-07,ml,40
P1376,Immunity Booster (Syrup 200ml),Health & Wellness,301.65,531.17,S007,HomeCare Solutions,12,10,2025-08-27,ml,101
P1528,Sugar (1kg),Grocery & Staples,170.6,231.4,S004,Quick Supply India,27,4,2026-09-24,pcs,640
P1086,Mutton Curry Cut (500g),Meat & Seafood,302.56,464.85,S002,Bharat Distributors,1,1,2025-05-31,kg,2
P2033,Socks (Pack of 3),Apparel,1283.98,2558.76,S003,Priya Grocers,4,12,2026-05-27,pcs,48
P1343,Sanitary Pads (Pack of 10),Personal Care,127.49,155.08,S007,HomeCare Solutions,4,9,2024-11-01,g,46
P1946,Sneakers (Size 9),Footwear,301.43,461.63,S007,HomeCare Solutions,3,18,2027-02-19,pcs,49
P2249,Wheat Flour (10kg),Grocery & Staples,56.78,128.93,S005,Apex Foods Pvt. Ltd.,34,2,2025-10-05,pcs,860
P2231,Sneakers (Size 9),Footwear,1272.76,3102.96,S007,HomeCare Solutions,1,22,2025-09-10,pcs,13
P1468,Biscuits (Atta 100g),Snacks & Beverages,31.21,41.54,S005,Apex Foods Pvt. Ltd.,24,1,2025-08-23,ml,327
P1608,Matchbox (Pack of 10),Home & Kitchen,205.11,248.83,S008,TechGadgets India,16,13,2026-12-12,pcs,100
P1974,Sandals (Size 8),Footwear,562.26,1244.15,S003,Priya Grocers,3,11,2026-03-24,pcs,44
P2257,Pressure Cooker (3L),Utensils & Cookware,379.86,660.71,S008,TechGadgets India,4,9,2025-08-14,sets,77
P1716,Protein Powder (Whey 500g),Health & Wellness,661.57,1326.2,S004,Quick Supply India,19,8,2027-05-25,ml,154
P1141,Sneakers (Size 9),Footwear,1403.38,2397.64,S005,Apex Foods Pvt. Ltd.,1,16,2024-10-12,pcs,17
P2339,Chicken Breast (500g),Meat & Seafood,571.96,1106.19,S002,Bharat Distributors,7,1,2025-07-24,g,21
P1882,Sugar (1kg),Grocery & Staples,162.51,319.51,S004,Quick Supply India,49,3,2027-01-07,packets,884
P1353,Coriander (Bunch),Fruits & Vegetables,82.06,101.9,S005,Apex Foods Pvt. Ltd.,37,1,2025-09-11,dozens,139
P1012,Milk (toned 1L),Dairy & Bakery,41.73,63.49,S004,Quick Supply India,2,2,2025-06-26,dozens,12
P2154,Water Bottle (Steel),Utensils & Cookware,848.57,1208.97,S005,Apex Foods Pvt. Ltd.,1,9,2025-10-07,sets,31
P1972,Socks (Pack of 3),Apparel,1765.79,2661.08,S005,Apex Foods Pvt. Ltd.,12,22,2027-06-04,sets,129
P2184,LED Bulb (9W),Electronics,42692.46,72680.81,S001,Indian Wholesale Co.,1,18,2027-01-20,pcs,6
P2455,Casual Shirt (L),Apparel,1878.1,3133.97,S004,Quick Supply India,6,18,2026-08-20,sets,84
P1152,Coriander (Bunch),Fruits & Vegetables,57.09,136.58,S001,Indian Wholesale Co.,11,1,2025-05-16,dozens,47
P1544,Multivitamin Tablets (Bottle 60pcs),Health & Wellness,634.05,1107.17,S008,TechGadgets India,4,7,2026-12-07,packs,44
P1758,Spinach (Bunch),Fruits & Vegetables,36.65,62.22,S005,Apex Foods Pvt. Ltd.,16,1,2025-07-24,kg,69
P2039,Toilet Cleaner (500ml),Home & Kitchen,289.42,511.18,S007,HomeCare Solutions,4,10,2026-11-30,pcs,34
P2193,Mutton Curry Cut (500g),Meat & Seafood,606.9,1428.13,S004,Quick Supply India,26,1,2025-08-25,kg,99
P1772,Mutton Curry Cut (500g),Meat & Seafood,996.55,1878.85,S001,Indian Wholesale Co.,29,1,2025-09-05,pcs,97
P2377,Hair Oil (Coconut 300ml),Personal Care,190.59,393.73,S002,Bharat Distributors,44,3,2027-01-29,ml,481
P1089,Formal Shoes (Size 10),Footwear,994.68,2481.14,S007,HomeCare Solutions,3,18,2024-09-15,pairs,42
P1999,Agarbatti (Pack of 100),Home & Kitchen,470.25,986.23,S006,Health Essentials Ltd.,43,12,2025-10-16,packs,270
P1457,Fish Fillet (250g),Meat & Seafood,977.57,1662.63,S007,HomeCare Solutions,6,1,2025-08-28,g,23
P1775,Basic Headphones,Electronics,41426.2,53277.37,S006,Health Essentials Ltd.,1,16,2027-04-21,units,37
P1586,Tomatoes (500g),Fruits & Vegetables,31.78,54.33,S006,Health Essentials Ltd.,19,1,2025-09-05,bunches,93
P2199,Cotton T-shirt (M),Apparel,1818.35,2981.0,S005,Apex Foods Pvt. Ltd.,6,20,2026-09-03,pcs,85
P1621,Dinner Set (4 Pcs),Utensils & Cookware,152.29,192.29,S008,TechGadgets India,1,9,2025-08-25,sets,23
P2190,Pressure Cooker (3L),Utensils & Cookware,900.67,1186.04,S008,TechGadgets India,3,8,2026-02-13,pcs,71
P1285,Bananas (1 Dozen),Fruits & Vegetables,41.04,73.32,S001,Indian Wholesale Co.,1,1,2025-05-07,kg,0
P2020,Curd (500g),Dairy & Bakery,63.37,128.85,S006,Health Essentials Ltd.,44,2,2025-07-22,g,223
P2035,Immunity Booster (Syrup 200ml),Health & Wellness,552.68,973.9,S002,Bharat Distributors,21,11,2027-01-13,packs,159
P1219,Lemons (250g),Fruits & Vegetables,72.22,131.04,S002,Bharat Distributors,1,1,2025-05-08,dozens,4
P1692,Protein Powder (Whey 500g),Health & Wellness,432.15,773.45,S004,Quick Supply India,22,11,2026-10-15,ml,169
P1071,Cotton T-shirt (M),Apparel,315.38,692.13,S007,HomeCare Solutions,4,10,2024-09-17,sets,46
P1923,Extension Cord (5m),Electronics,27993.82,44173.72,S006,Health Essentials Ltd.,1,18,2026-10-15,pcs,28
P2137,Sneakers (Size 9),Footwear,1354.31,1817.0,S001,Indian Wholesale Co.,4,14,2025-10-30,pcs,64
P1410,Jeans (Size 32),Apparel,796.28,1895.25,S001,Indian Wholesale Co.,11,23,2025-08-03,sets,125
